届 #00005c4a
\U0002edf5 #0002edf5
뵙 #0000bd59
注 #00006ce8
쩵 #0000ca75
\U000357ea #000357ea
\U000344c7 #000344c7
乜 #00004e5c
\U0001af1b #0001af1b
ớ #00001edb
溫 #00006eab
喷 #000055b7
戡 #00006221
龜 #0000f908
𡯚 #00021bda
壒 #000058d2
𬞠 #0002c7a0
𗾀 #00017f80
攙 #00006519
\U00037f79 #00037f79
𰦧 #000309a7
\U0002ef81 #0002ef81
𢴖 #00022d16
𑣟 #000118df
\uf4a0 #0000f4a0
\uec8f #0000ec8f
𭑒 #0002d452
튝 #0000d29d
\U00038b96 #00038b96
呆 #00005446
𥔳 #00025533
\uf5cd #0000f5cd
𡆵 #000211b5
𧦓 #00027993
\U00010eaf #00010eaf
𪕬 #0002a56c
\U000190e3 #000190e3
𤓅 #000244c5
\U00037252 #00037252
뵵 #0000bd75
ː #000002d0
𢖇 #00022587
𰖾 #000305be
\U00039ef1 #00039ef1
𮏶 #0002e3f6
쳿 #0000ccff
䈬 #0000422c
\U0003521e #0003521e
㬽 #00003b3d
ꇼ #0000a1fc
\U0003ce6d #0003ce6d
𧺪 #00027eaa
\U0001c4c2 #0001c4c2
\U00011e8b #00011e8b
𩄾 #0002913e
𥬾 #00025b3e
ᐄ #00001404
\U0002fd3a #0002fd3a
𡒒 #00021492
𭟉 #0002d7c9
𧇢 #000271e2
\U0001ea3c #0001ea3c
ྉ #00000f89
𧑺 #0002747a
펼 #0000d3bc
𮍗 #0002e357
믺 #0000bbfa
\U0003278f #0003278f
\U00018fb1 #00018fb1
\U00034296 #00034296
ဴ #00001034
\U00015e04 #00015e04
季 #00005b63
\U0003a456 #0003a456
挡 #00006321
𢎏 #0002238f
𘡩 #00018869
𮗃 #0002e5c3
𫎣 #0002b3a3
ﹶ #0000fe76
\U000313fa #000313fa
𫳾 #0002bcfe
\U0003d9fb #0003d9fb
\U00014390 #00014390
\U00032e5e #00032e5e
\U000383bd #000383bd
\U00036b91 #00036b91
\U00034fcf #00034fcf
\U00031487 #00031487
康 #00005eb7
\U0001c541 #0001c541
𪏗 #0002a3d7
𒃍 #000120cd
\U000399cd #000399cd
\U0001c688 #0001c688
\U0001f2cc #0001f2cc
𩚪 #000296aa
㐲 #00003432
\U0001cb66 #0001cb66
\U00035d2f #00035d2f
\U00033993 #00033993
䕨 #00004568
𡢾 #000218be
𝅉 #0001d149
\U00015e93 #00015e93
劉 #00005289
\U00018e9d #00018e9d
𰝲 #00030772
\U0002fe04 #0002fe04
䝱 #00004771
\U0003f9ef #0003f9ef
𪋭 #0002a2ed
费 #00008d39
\U00032fe8 #00032fe8
杨 #00006768
ݗ #00000757
𑻧 #00011ee7
归 #00005f52
剧 #00005267
\U000343c4 #000343c4
𥸨 #00025e28
𪭽 #0002ab7d
\U0001596d #0001596d
㣟 #000038df
\U0001cce4 #0001cce4
佛 #00004f5b
𤙱 #00024671
𘋞 #000182de
\U0001a868 #0001a868
༊ #00000f0a
\U00036f5c #00036f5c
𪊙 #0002a299
잘 #0000c798
\U0001e638 #0001e638
\ue69f #0000e69f
\U0001627f #0001627f
𗂃 #00017083
\U000314d0 #000314d0
乱 #00004e71
𨤉 #00028909
\U0001dbad #0001dbad
𬐨 #0002c428
𢂾 #000220be
鏀 #000093c0
𗖊 #0001758a
𤘓 #00024613
𬰪 #0002cc2a
\U000329d3 #000329d3
\U0001e12f #0001e12f
\U000363c7 #000363c7
𗆨 #000171a8
⭣ #00002b63
\uf861 #0000f861
\U000353cc #000353cc
𧻷 #00027ef7
䖣 #000045a3
\U00011cc3 #00011cc3
𠧾 #000209fe
\U0003c9a1 #0003c9a1
\U0001943a #0001943a
猚 #0000731a
\U00015769 #00015769
\U0001157d #0001157d
\U000350ab #000350ab
\U0001deed #0001deed
𑢺 #000118ba
𮦳 #0002e9b3
挿 #0000633f
𤱿 #00024c7f
쏬 #0000c3ec
\U00037c54 #00037c54
𒊎 #0001228e
\U0003fbf0 #0003fbf0
\U00012919 #00012919
\U0003e237 #0003e237
\U0001aa0a #0001aa0a
㇉ #000031c9
\U0001ab16 #0001ab16
凌 #0000f955
嶰 #00005db0
ᓸ #000014f8
\U00014d37 #00014d37
\ue942 #0000e942
𫛭 #0002b6ed
\U0003b9cc #0003b9cc
𬃳 #0002c0f3
\U0002f777 #0002f777
\U0003fdc4 #0003fdc4
𫽤 #0002bf64
𘁭 #0001806d
\U0001cb7b #0001cb7b
\U000126cc #000126cc
\U0001f8c9 #0001f8c9
𗨪 #00017a2a
𧽕 #00027f55
\U0001a0bd #0001a0bd
\U0001c5c1 #0001c5c1
\U00032038 #00032038
㵙 #00003d59
𞤠 #0001e920
\U0001e7e9 #0001e7e9
\ue742 #0000e742
𗜶 #00017736
𔘀 #00014600
𞤬 #0001e92c
헫 #0000d5eb
\u1ad6 #00001ad6
𧣇 #000278c7
𬚜 #0002c69c
\U0003fc65 #0003fc65
\U00039130 #00039130
\U000155fe #000155fe
\U0001bc8f #0001bc8f
왘 #0000c658
𗺩 #00017ea9
\U0001c4b9 #0001c4b9
脂 #00008102
𢪡 #00022aa1
𢯧 #00022be7
\U00011f66 #00011f66
\U0001bcd9 #0001bcd9
𧫗 #00027ad7
\U00036d05 #00036d05
䦽 #000049bd
蒋 #0000848b
\u193e #0000193e
𨲛 #00028c9b
𥗾 #000255fe
ꝵ #0000a775
碅 #00007885
\U0001ec5b #0001ec5b
귲 #0000adf2
ﱅ #0000fc45
𤼽 #00024f3d
ꗢ #0000a5e2
\ue7cc #0000e7cc
\U0001b4bd #0001b4bd
\U00037ecc #00037ecc
\U0002f18b #0002f18b
\U000193f3 #000193f3
𣋝 #000232dd
𤔃 #00024503
嗠 #000055e0
됼 #0000b43c
跃 #00008dc3
𣤤 #00023924
ӟ #000004df
\U00032d7a #00032d7a
훍 #0000d6cd
\U000334a8 #000334a8
ꢗ #0000a897
𩺕 #00029e95
𢴋 #00022d0b
\U00031411 #00031411
\U00031dce #00031dce
𩤽 #0002993d
柰 #000067f0
\U00033751 #00033751
𨴃 #00028d03
𧻁 #00027ec1
𥿏 #00025fcf
鲟 #00009c9f
𡁹 #00021079
𛁯 #0001b06f
𩼹 #00029f39
𰎺 #000303ba
\U0003d204 #0003d204
秀 #000079c0
𪜼 #0002a73c
\U0001610e #0001610e
\U000369aa #000369aa
𭩯 #0002da6f
湾 #00006e7e
饧 #00009967
\U00037b1e #00037b1e
𧁼 #0002707c
\U0003b56b #0003b56b
履 #00005c65
\U0001ab1e #0001ab1e
𪅆 #0002a146
𘈥 #00018225
\U0003cb2d #0003cb2d
𨑜 #0002845c
㉃ #00003243
原 #0000539f
혦 #0000d626
\U00035ba6 #00035ba6
\U00019282 #00019282
煦 #00007166
𡇹 #000211f9
𣉐 #00023250
\U00033604 #00033604
\ue765 #0000e765
\uef2b #0000ef2b
ᙬ #0000166c
\U0003d57c #0003d57c
𭸫 #0002de2b
𰺟 #00030e9f
\U00035ba1 #00035ba1
𧣀 #000278c0
饿 #0000997f
م #00000645
\uf3d5 #0000f3d5
㚝 #0000369d
\U0003d1af #0003d1af
𭣚 #0002d8da
𢈜 #0002221c
替 #000066ff
🄘 #0001f118
\U00016029 #00016029
🁿 #0001f07f
𭷣 #0002dde3
𥳠 #00025ce0
𢔞 #0002251e
𦣋 #000268cb
命 #0000547d
𩖝 #0002959d
\U00039a6a #00039a6a
\U00036848 #00036848
\U00035a48 #00035a48
\U0003861e #0003861e
𗯮 #00017bee
𭼸 #0002df38
\U00039c43 #00039c43
ເ #00000ec0
哴 #000054f4
\U0001e7cc #0001e7cc
\ueadc #0000eadc
\U0001e17a #0001e17a
鉽 #0000927d
溅 #00006e85
𬲕 #0002cc95
\U00038ad9 #00038ad9
\U00031f52 #00031f52
\U0003508f #0003508f
𝕂 #0001d542
\ue898 #0000e898
𨣷 #000288f7
💠 #0001f4a0
\U0001c3d6 #0001c3d6
䶿 #00004dbf
鹪 #00009e6a
뫍 #0000bacd
\U00034625 #00034625
莞 #0000839e
\U0003643f #0003643f
𥎧 #000253a7
座 #00005ea7
𥉸 #00025278
윋 #0000c70b
\U0003afd5 #0003afd5
🎝 #0001f39d
\U00033c3c #00033c3c
𮙨 #0002e668
᧬ #000019ec
\U000329dd #000329dd
𫬿 #0002bb3f
\U000166e3 #000166e3
ἤ #00001f24
\U0003842d #0003842d
鸅 #00009e05
\U0001b38f #0001b38f
\U0003675a #0003675a
𪵜 #0002ad5c
𡨿 #00021a3f
𮘲 #0002e632
\U000362df #000362df
竟 #00007adf
䞺 #000047ba
\U0003d664 #0003d664
\U000193b8 #000193b8
\U0001f24f #0001f24f
拱 #000062f1
\U0001dd5e #0001dd5e
𩩷 #00029a77
\U00013d32 #00013d32
詗 #00008a57
𥂽 #000250bd
\U0002fd8b #0002fd8b
\U00031876 #00031876
𥫷 #00025af7
台 #000053f0
\U00033afa #00033afa
\U00014dd1 #00014dd1
\ueff3 #0000eff3
𭀎 #0002d00e
\U0003183c #0003183c
女 #00005973
𭻍 #0002decd
\ue28f #0000e28f
跔 #00008dd4
‐ #00002010
𑲁 #00011c81
\U0001bad7 #0001bad7
됕 #0000b415
\U0003c093 #0003c093
\U0001ad41 #0001ad41
𧒤 #000274a4
通 #0000901a
𬔠 #0002c520
\U0003f6a8 #0003f6a8
騌 #00009a0c
♖ #00002656
𭊹 #0002d2b9
\U000137a6 #000137a6
𧵱 #00027d71
𰐩 #00030429
𦖄 #00026584
𥊞 #0002529e
ၪ #0000106a
\U0003f596 #0003f596
\U00013d84 #00013d84
\U00019049 #00019049
𘰜 #00018c1c
\U0003a4aa #0003a4aa
𠺚 #00020e9a
\U0001e486 #0001e486
\U00039796 #00039796
𖬓 #00016b13
\ua7c1 #0000a7c1
\U0003bb4e #0003bb4e
\U0003adee #0003adee
\U0003b2c0 #0003b2c0
ᬶ #00001b36
\ue998 #0000e998
𩅟 #0002915f
銗 #00009297
皦 #000076a6
\U00013499 #00013499
𪇛 #0002a1db
Ⲭ #00002cac
王 #0000738b
\u19cc #000019cc
‚ #0000201a
\U000139e2 #000139e2
𣂂 #00023082
쿖 #0000cfd6
䫋 #00004acb
\U0001b46b #0001b46b
𐬓 #00010b13
\U00016e0a #00016e0a
\ue1e9 #0000e1e9
𠈄 #00020204
\U000385ef #000385ef
쮑 #0000cb91
\U0001c49d #0001c49d
涬 #00006dac
\U0002fe51 #0002fe51
猜 #0000731c
\U00014ba3 #00014ba3
ẵ #00001eb5
𪤜 #0002a91c
𩭑 #00029b51
Ḓ #00001e12
\U000357f5 #000357f5
⺷ #00002eb7
\U00036a65 #00036a65
\U00032dbf #00032dbf
𑁡 #00011061
𒇾 #000121fe
𣑞 #0002345e
훞 #0000d6de
𭵁 #0002dd41
𨦮 #000289ae
𡮧 #00021ba7
\U0003c2fb #0003c2fb
𧫕 #00027ad5
\U0003336a #0003336a
\U00035bab #00035bab
\U00036321 #00036321
\U0001c4bd #0001c4bd
㜔 #00003714
𥃴 #000250f4
𛂕 #0001b095
𑶁 #00011d81
𧜿 #0002773f
𧯚 #00027bda
\U00035c2b #00035c2b
\U0003f14b #0003f14b
𑂔 #00011094
ȟ #0000021f
\U0003170a #0003170a
쓪 #0000c4ea
\U0003d2a1 #0003d2a1
\U0003ee32 #0003ee32
薯 #000085af
\U000317ab #000317ab
\U00012e70 #00012e70
妹 #000059b9
𠢵 #000208b5
⦪ #000029aa
\U00034540 #00034540
𗚘 #00017698
댈 #0000b308
\U0003b45f #0003b45f
귔 #0000add4
𧖖 #00027596
𥬯 #00025b2f
옞 #0000c61e
𧾉 #00027f89
ꏑ #0000a3d1
\U00010f2c #00010f2c
\U00032908 #00032908
位 #00004f4d
\U0003efe2 #0003efe2
𗨂 #00017a02
\U00013ccd #00013ccd
\ue1d5 #0000e1d5
𧄬 #0002712c
\U0003ab1f #0003ab1f
㉓ #00003253
偖 #00005056
嗚 #000055da
\U0003e2e3 #0003e2e3
𗃳 #000170f3
ط #00000637
\U0003603d #0003603d
𖼧 #00016f27
\U00032df4 #00032df4
𦳑 #00026cd1
\U00019537 #00019537
𦳰 #00026cf0
䴋 #00004d0b
\U0001fe77 #0001fe77
💏 #0001f48f
\U0001c336 #0001c336
\U0001a8b7 #0001a8b7
\U0003c62e #0003c62e
\U0001c422 #0001c422
\U0003a10a #0003a10a
ü #000000fc
𨵸 #00028d78
𫵱 #0002bd71
\U00034f57 #00034f57
𮢓 #0002e893
\U00012e2f #00012e2f
\U0003c6df #0003c6df
𨅍 #0002814d
Ⱇ #00002c17
络 #00007edc
\U00013e5b #00013e5b
\U0003c86a #0003c86a
\U0003a426 #0003a426
𦤙 #00026919
鼻 #0002fa1c
\U00037cab #00037cab
\U0003b0df #0003b0df
\U0003c7e6 #0003c7e6
𪀿 #0002a03f
\U000366d6 #000366d6
䦂 #00004982
𦝺 #0002677a
🦜 #0001f99c
𧾙 #00027f99
𰟥 #000307e5
𭩲 #0002da72
𰫂 #00030ac2
\U00039fed #00039fed
𐰠 #00010c20
🃬 #0001f0ec
\U0003468f #0003468f
\U00034913 #00034913
轈 #00008f48
┲ #00002532
𪀈 #0002a008
\U000352b6 #000352b6
ᐟ #0000141f
𡺝 #00021e9d
𝁧 #0001d067
葭 #0000846d
㺏 #00003e8f
𦠢 #00026822
\U0002ed1d #0002ed1d
뾟 #0000bf9f
\U0003b01b #0003b01b
\U0003d326 #0003d326
\U00039b3b #00039b3b
𭲱 #0002dcb1
匊 #0000530a
뇛 #0000b1db
꺙 #0000ae99
\U00033bbd #00033bbd
昂 #00006602
纙 #00007e99
寕 #00005bd5
𰝾 #0003077e
𨹏 #00028e4f
𗜞 #0001771e
낈 #0000b088
\U00012bdb #00012bdb
𧢼 #000278bc
\U00033ae0 #00033ae0
建 #00005efa
\U0003ae19 #0003ae19
ճ #00000573
І #00000406
撞 #0000649e
\U0003ca5e #0003ca5e
𝃫 #0001d0eb
ꑟ #0000a45f
𘊀 #00018280
函 #000051fd
ۿ #000006ff
𫪴 #0002bab4
\U0001fc31 #0001fc31
\U0001de99 #0001de99
\ue551 #0000e551
\U000377d2 #000377d2
𤽯 #00024f6f
\U00012bdc #00012bdc
𰄮 #0003012e
𰺳 #00030eb3
\U0003e146 #0003e146
\U00015a2d #00015a2d
\U0003c32a #0003c32a
\U00033c11 #00033c11
𐚊 #0001068a
𪱍 #0002ac4d
𖠢 #00016822
Է #00000537
ओ #00000913
𣁽 #0002307d
𡕆 #00021546
挺 #0000633a
\U0003c87f #0003c87f
㓱 #000034f1
𤠌 #0002480c
\U0003b8bd #0003b8bd
\U0001e367 #0001e367
𒃅 #000120c5
\ue475 #0000e475
\U00036141 #00036141
\U00015bc1 #00015bc1
𪀕 #0002a015
\U0001c04a #0001c04a
뭉 #0000bb49
裚 #000088da
ꂚ #0000a09a
具 #00005177
\U0003192d #0003192d
緽 #00007dfd
꽤 #0000af64
産 #00007523
끤 #0000b064
𠶐 #00020d90
\U000154ef #000154ef
\U0003faa7 #0003faa7
𑠖 #00011816
\U0001ddaa #0001ddaa
迟 #00008fdf
쁕 #0000c055
\U0001c0c0 #0001c0c0
田 #00007530
觉 #000089c9
𨎦 #000283a6
\U00031644 #00031644
ب #00000628
𫕯 #0002b56f
\U0003a46b #0003a46b
\U00039138 #00039138
\U000155ed #000155ed
𭋏 #0002d2cf
𝧵 #0001d9f5
\U0001d2fc #0001d2fc
\U00013d18 #00013d18
\U0003adb3 #0003adb3
𔘇 #00014607
\U00039601 #00039601
𭫚 #0002dada
\U0001ef61 #0001ef61
𡆜 #0002119c
\U000354b9 #000354b9
\ue80a #0000e80a
𒈊 #0001220a
𣾸 #00023fb8
줄 #0000c904
所 #00006240
𬆼 #0002c1bc
𣁣 #00023063
𧢺 #000278ba
紋 #00007d0b
\U0002fcf0 #0002fcf0
\U0001591f #0001591f
\U0001c502 #0001c502
𘥪 #0001896a
\U00015ce5 #00015ce5
\U0001cce2 #0001cce2
𭘦 #0002d626
\U0003a863 #0003a863
룄 #0000b8c4
𭎽 #0002d3bd
\U00014982 #00014982
Ӈ #000004c7
\U0003739f #0003739f
ᝃ #00001743
𫔈 #0002b508
\U00037610 #00037610
𐠳 #00010833
′ #00002032
᪶ #00001ab6
\U00019b4d #00019b4d
✷ #00002737
\U0001a0a5 #0001a0a5
𑌇 #00011307
枚 #0000679a
\U00031ad7 #00031ad7
𩬁 #00029b01
弰 #00005f30
𰿗 #00030fd7
𨱊 #00028c4a
\U00035474 #00035474
\U0003fa5d #0003fa5d
\U0001e17d #0001e17d
\U00033a79 #00033a79
𦨣 #00026a23
\U00033af4 #00033af4
𰉋 #0003024b
\U0003c4f8 #0003c4f8
𪡦 #0002a866
𮁉 #0002e049
\U0003e5c2 #0003e5c2
\uf1c6 #0000f1c6
𗿸 #00017ff8
É #000000c9
ब #0000092c
竺 #00007afa
ᔮ #0000152e
𭐤 #0002d424
훐 #0000d6d0
𑇁 #000111c1
𤁽 #0002407d
\U0003ea59 #0003ea59
ꎎ #0000a38e
\U0003d994 #0003d994
\U00038c19 #00038c19
𠹇 #00020e47
\ue811 #0000e811
𧡐 #00027850
\U0003fcc1 #0003fcc1
○ #000025cb
\U0001b5bf #0001b5bf
㚗 #00003697
𤝚 #0002475a
꽱 #0000af71
\U00011768 #00011768
\U000390ae #000390ae
\U00010d6d #00010d6d
珁 #000073c1
\U00034c72 #00034c72
\U00019d12 #00019d12
𞢻 #0001e8bb
\U00036950 #00036950
\U0001138c #0001138c
\U00019292 #00019292
刺 #0000f9ff
蹓 #00008e53
\U0001e98f #0001e98f
留 #00007559
\U00010ecf #00010ecf
𮊅 #0002e285
提 #000063d0
\U0001c7f1 #0001c7f1
\U000363e1 #000363e1
\U00031485 #00031485
𒉦 #00012266
\U00033e82 #00033e82
𥗆 #000255c6
\U0003c667 #0003c667
𫅿 #0002b17f
𐼐 #00010f10
\U00033a04 #00033a04
𥌻 #0002533b
櫓 #00006ad3
𮐑 #0002e411
𥴘 #00025d18
落 #0000f918
\U0001b80b #0001b80b
\U00031961 #00031961
\U0001466b #0001466b
𗞀 #00017780
\U0002f44f #0002f44f
𰝷 #00030777
핾 #0000d57e
𡧚 #000219da
\U0003fea0 #0003fea0
\U00014ad7 #00014ad7
𒄅 #00012105
𗈉 #00017209
∰ #00002230
𪝮 #0002a76e
\U0002f6ae #0002f6ae
\U00038b41 #00038b41
𥈚 #0002521a
\U00034953 #00034953
𤥽 #0002497d
𧝢 #00027762
\U0001fd28 #0001fd28
𣈳 #00023233
\U000338b1 #000338b1
萎 #0000840e
埱 #000057f1
𩯬 #00029bec
\U00031f61 #00031f61
\U0003ffff #0003ffff
\U0003eb38 #0003eb38
疅 #00007585
𡞵 #000217b5
𦠴 #00026834
𤵹 #00024d79
\U0001fd45 #0001fd45
\U00013534 #00013534
\U0003480d #0003480d
笲 #00007b32
𣼜 #00023f1c
\U000127d1 #000127d1
\U00011502 #00011502
⾝ #00002f9d
\U00016253 #00016253
譗 #00008b57
⯈ #00002bc8
𮙰 #0002e670
𢸳 #00022e33
\U0001fd04 #0001fd04
\U0003d072 #0003d072
籽 #00007c7d
\U0003a62a #0003a62a
\U00015b67 #00015b67
𩭸 #00029b78
\U00039c19 #00039c19
\U0003dcab #0003dcab
紵 #00007d35
𘛸 #000186f8
쎤 #0000c3a4
逮 #0000902e
\U00013769 #00013769
𪂈 #0002a088
𨌮 #0002832e
𝤘 #0001d918
\U000190c1 #000190c1
\U0001bd31 #0001bd31
\U00039f50 #00039f50
\U0003f9c5 #0003f9c5
\U0003749a #0003749a
\U000190bb #000190bb
𧀈 #00027008
\U00034be1 #00034be1
㭠 #00003b60
찡 #0000cc21
𢡭 #0002286d
𑁬 #0001106c
햣 #0000d5a3
\U00015deb #00015deb
\U000156bb #000156bb
\U0001c591 #0001c591
\U000339ff #000339ff
𡹔 #00021e54
𮙼 #0002e67c
\U0003c949 #0003c949
뤊 #0000b90a
𠟘 #000207d8
錂 #00009302
\U0003627f #0003627f
\uf6f5 #0000f6f5
\U0003bd0e #0003bd0e
𣒷 #000234b7
\U0001edce #0001edce
𨢇 #00028887
\U0001ee58 #0001ee58
\U0001354d #0001354d
\U00032f6a #00032f6a
䈣 #00004223
𰃆 #000300c6
\U00033c05 #00033c05
𠹈 #00020e48
易 #0000f9e0
쌃 #0000c303
\U00015ce3 #00015ce3
\U00037aee #00037aee
𪦼 #0002a9bc
\U000398df #000398df
\U00037b6b #00037b6b
𧧆 #000279c6
\U0001d3bd #0001d3bd
\U0001bdcd #0001bdcd
𫿽 #0002bffd
\U00037db1 #00037db1
\U00019a4e #00019a4e
糇 #00007cc7
\U0003a5db #0003a5db
\U0001c75d #0001c75d
\U0003a4fe #0003a4fe
퉾 #0000d27e
𠕏 #0002054f
\U0003e38c #0003e38c
췮 #0000cdee
穒 #00007a52
\U00013866 #00013866
\uee62 #0000ee62
\ue98c #0000e98c
𮀲 #0002e032
🕆 #0001f546
𨟊 #000287ca
\U0001b99b #0001b99b
👑 #0001f451
\U0003b1aa #0003b1aa
𒀨 #00012028
ဖ #00001016
𡶴 #00021db4
춲 #0000cdb2
\U00012aab #00012aab
\U00019884 #00019884
𣿠 #00023fe0
\U0001ed89 #0001ed89
\U0001cb1f #0001cb1f
핯 #0000d56f
昏 #0000660f
\U000128fd #000128fd
𭦈 #0002d988
\U0001c0c4 #0001c0c4
𣹳 #00023e73
碰 #000078b0
糰 #00007cf0
\U0003af5c #0003af5c
𦶧 #00026da7
\U0003d540 #0003d540
𪕧 #0002a567
\U0003ac72 #0003ac72
\U0001e1e9 #0001e1e9
\U00039928 #00039928
\U0001aa0e #0001aa0e
𬰒 #0002cc12
뫟 #0000badf
调 #00008c03
稫 #00007a2b
\U00035f5b #00035f5b
𫝆 #0002b746
\U000166e4 #000166e4
ᶮ #00001dae
ෞ #00000dde
𣼆 #00023f06
\U000379d8 #000379d8
𣡮 #0002386e
𠁼 #0002007c
🕤 #0001f564
\U00013adb #00013adb
\U0001c370 #0001c370
\U0001e9b4 #0001e9b4
𘄒 #00018112
𬻭 #0002ceed
𡕝 #0002155d
谷 #00008c37
\U00015ecc #00015ecc
𰞾 #000307be
\U0001c84f #0001c84f
\U0003ed3b #0003ed3b
效 #00006548
𐍸 #00010378
\U000137bf #000137bf
掮 #000063ae
𫐣 #0002b423
쩞 #0000ca5e
受 #000053d7
𥤽 #0002593d
\U0003a20b #0003a20b
\U00011548 #00011548
视 #000089c6
\U0003fc5d #0003fc5d
𗲛 #00017c9b
𦉘 #00026258
\U000338e3 #000338e3
\U00031827 #00031827
𑖠 #000115a0
闪 #000095ea
鼝 #00009f1d
𬞅 #0002c785
㫆 #00003ac6
Z #0000005a
𘭷 #00018b77
ѭ #0000046d
\U0003a119 #0003a119
⃫ #000020eb
奢 #00005962
\U0001278b #0001278b
\U0002ef21 #0002ef21
𐨁 #00010a01
\U000167e8 #000167e8
\U0003a003 #0003a003
搇 #00006407
蚰 #000086b0
⤘ #00002918
𰪝 #00030a9d
𑤤 #00011924
\U0003e79b #0003e79b
𭋸 #0002d2f8
慈 #00006148
\U0003c986 #0003c986
𑤥 #00011925
햳 #0000d5b3
𰨛 #00030a1b
\U0003b63b #0003b63b
𥚕 #00025695
\U00019709 #00019709
𧄺 #0002713a
\U0003ba27 #0003ba27
\U00014f9b #00014f9b
𬀔 #0002c014
𠢇 #00020887
𭗝 #0002d5dd
\U00035835 #00035835
𫐉 #0002b409
\U000110fd #000110fd
\U0003ac2c #0003ac2c
\U0001ea7e #0001ea7e
➞ #0000279e
縖 #00007e16
䈗 #00004217
\U00012e31 #00012e31
\U0001a6d2 #0001a6d2
𫝛 #0002b75b
귃 #0000adc3
\U0003c7cf #0003c7cf
\U0001bf64 #0001bf64
\U0002f0d6 #0002f0d6
㪙 #00003a99
𐼒 #00010f12
𗙹 #00017679
\U0003d36d #0003d36d
\U00036c2c #00036c2c
𤼤 #00024f24
𗕺 #0001757a
ᛂ #000016c2
𡬊 #00021b0a
ۚ #000006da
顩 #00009869
\ue40a #0000e40a
\U0001ff8a #0001ff8a
𥐨 #00025428
𪔬 #0002a52c
\U00035a85 #00035a85
\U0003443e #0003443e
延 #00005ef6
㭁 #00003b41
𱆀 #00031180
\U0001a304 #0001a304
곺 #0000acfa
ךּ #0000fb3a
𭤘 #0002d918
𪌩 #0002a329
𡡕 #00021855
\U00038ea9 #00038ea9
䵙 #00004d59
틄 #0000d2c4
𰋍 #000302cd
𧬷 #00027b37
\U00034c13 #00034c13
\U00016319 #00016319
𥳨 #00025ce8
𑚯 #000116af
\U00010ee1 #00010ee1
\U0001fd27 #0001fd27
𱀌 #0003100c
헪 #0000d5ea
즍 #0000c98d
\U00038e7b #00038e7b
\U0001996d #0001996d
\U0001269f #0001269f
\U0001b79a #0001b79a
𫾤 #0002bfa4
\U00037dcf #00037dcf
\U00038cbf #00038cbf
\U00032455 #00032455
\U0003b354 #0003b354
\U0001fc55 #0001fc55
𬢞 #0002c89e
ᯥ #00001be5
\U0002f12a #0002f12a
\U00035eb6 #00035eb6
𠥽 #0002097d
綍 #00007d8d
뼛 #0000bf1b
\U0003c0a3 #0003c0a3
𰫗 #00030ad7
\U0001104e #0001104e
尾 #00005c3e
\U0003389e #0003389e
\U0001b3c9 #0001b3c9
𨵺 #00028d7a
饁 #00009941
\U00033b13 #00033b13
𧹞 #00027e5e
𥲾 #00025cbe
ሕ #00001215
蓃 #000084c3
\U00010e00 #00010e00
𤀪 #0002402a
\U0001a951 #0001a951
唯 #0000552f
\U0003afb4 #0003afb4
\U00036db2 #00036db2
\U0003d6c6 #0003d6c6
𧓽 #000274fd
蓘 #000084d8
列 #00005217
他 #00004ed6
𰓸 #000304f8
啩 #00005569
⻦ #00002ee6
\U00038d80 #00038d80
𫧜 #0002b9dc
\U00034fd9 #00034fd9
𭓏 #0002d4cf
\U00036587 #00036587
𤍝 #0002435d
\U000338eb #000338eb
\U00013feb #00013feb
顶 #00009876
\U00034c5d #00034c5d
ع #00000639
𘠛 #0001881b
触 #000089e6
َ #0000064e
\ue4a3 #0000e4a3
\U00019c09 #00019c09
𤀔 #00024014
\U00037098 #00037098
\U00015351 #00015351
\U0003aab0 #0003aab0
ԣ #00000523
ऐ #00000910
𡥪 #0002196a
䙹 #00004679
\U00011b96 #00011b96
\U0001264c #0001264c
\U0001c4a1 #0001c4a1
\U0001dc19 #0001dc19
餺 #0000993a
玻 #000073bb
㈡ #00003221
𮁢 #0002e062
\U0003ecaf #0003ecaf
\U0001cb96 #0001cb96
\U00012bd3 #00012bd3
\U00035021 #00035021
𪶮 #0002adae
𫽅 #0002bf45
𪖱 #0002a5b1
\U0003afdb #0003afdb
\U0003c0fe #0003c0fe
𗡣 #00017863
\U00033649 #00033649
폁 #0000d3c1
𡴲 #00021d32
𣒵 #000234b5
\U00034d04 #00034d04
נ #000005e0
\U0001955e #0001955e
꼭 #0000af2d
\U0002f2bf #0002f2bf
\U000373a1 #000373a1
ổ #00001ed5
堵 #00005835
\U00036671 #00036671
𬑄 #0002c444
\U00037fb8 #00037fb8
𠭺 #00020b7a
\U0001b558 #0001b558
\U0003ff64 #0003ff64
뇉 #0000b1c9
僖 #000050d6
𰡚 #0003085a
\U00036730 #00036730
\U00019422 #00019422
𢡰 #00022870
\U0003bbef #0003bbef
\U00035436 #00035436
ꍿ #0000a37f
\U0003ca58 #0003ca58
\U00033fe6 #00033fe6
ᝂ #00001742
\U00019b9f #00019b9f
扰 #00006270
救 #00006551
卟 #0000535f
\U0003d54a #0003d54a
𤬽 #00024b3d
\U00019ef2 #00019ef2
𓂕 #00013095
루 #0000b8e8
𠳛 #00020cdb
\U0003e8ce #0003e8ce
\U0001c8d1 #0001c8d1
𭕪 #0002d56a
𤬕 #00024b15
🎞 #0001f39e
