䊗 #00004297
\U000334c9 #000334c9
\U0003e439 #0003e439
\U00014d0c #00014d0c
䘘 #00004618
𢿵 #00022ff5
\U0003b426 #0003b426
\U00016a85 #00016a85
돉 #0000b3c9
\U0003f3e1 #0003f3e1
\U0003a0bf #0003a0bf
斄 #00006584
帖 #00005e16
𰢇 #00030887
𔘼 #0001463c
𢸡 #00022e21
\U0001e1cc #0001e1cc
𡵗 #00021d57
歃 #00006b43
\U0001de11 #0001de11
䢊 #0000488a
𪚽 #0002a6bd
酠 #00009160
\U0001aa01 #0001aa01
階 #0000968e
𫪴 #0002bab4
𬽀 #0002cf40
𮈪 #0002e22a
\U0003f165 #0003f165
趿 #00008dbf
Â #000000c2
𐌐 #00010310
禉 #00007989
𢷊 #00022dca
\U0003d847 #0003d847
眠 #00007720
𩸅 #00029e05
\U000344a2 #000344a2
\U0001c1b8 #0001c1b8
玚 #0000739a
\U0003e94f #0003e94f
🦇 #0001f987
ꦀ #0000a980
𨍈 #00028348
ꀉ #0000a009
\U0002f13d #0002f13d
𨣧 #000288e7
\U00019d92 #00019d92
\U0003db7b #0003db7b
츝 #0000ce1d
\U0001dccc #0001dccc
𧅿 #0002717f
𞡖 #0001e856
\U00032186 #00032186
丝 #00004e1d
巧 #00005de7
쥋 #0000c94b
覟 #0000899f
鼠 #00009f20
𬸂 #0002ce02
\U00031e08 #00031e08
𠹾 #00020e7e
𑨵 #00011a35
\U000335d7 #000335d7
𗟌 #000177cc
卿 #0002f832
♢ #00002662
\U0003429b #0003429b
伣 #00004f23
𥈭 #0002522d
䵭 #00004d6d
讃 #00008b83
𓇽 #000131fd
\U0003d9b6 #0003d9b6
쓪 #0000c4ea
𮩧 #0002ea67
\U00031cb4 #00031cb4
\U00035d50 #00035d50
ڀ #00000680
₃ #00002083
蔔 #00008514
« #000000ab
췕 #0000cdd5
𨸘 #00028e18
\ue934 #0000e934
𓉠 #00013260
\U0001983c #0001983c
诊 #00008bca
𡔀 #00021500
\U00038022 #00038022
\U0003196b #0003196b
𫕡 #0002b561
\U00013975 #00013975
\U0003831c #0003831c
\U0003ea3a #0003ea3a
𨓊 #000284ca
𨒢 #000284a2
⧁ #000029c1
𫁞 #0002b05e
\U00019261 #00019261
潣 #00006f63
𑴩 #00011d29
𝔀 #0001d500
瘺 #0000763a
\U00010eca #00010eca
\U00015496 #00015496
𭴰 #0002dd30
\U0001f9cc #0001f9cc
\U00038f9f #00038f9f
쭃 #0000cb43
\U0001f2cc #0001f2cc
\U00014257 #00014257
\U0003d991 #0003d991
\U0003809b #0003809b
쳚 #0000ccda
엎 #0000c5ce
\U00032ea7 #00032ea7
洑 #00006d11
𘭺 #00018b7a
\ue52e #0000e52e
\U00019dc4 #00019dc4
寻 #00005bfb
\U000361de #000361de
\U0003dd03 #0003dd03
\U000167f7 #000167f7
𠇏 #000201cf
\U00032393 #00032393
\U0002f088 #0002f088
𠅘 #00020158
ﮜ #0000fb9c
𭠭 #0002d82d
\U000338de #000338de
𩼜 #00029f1c
ﯲ #0000fbf2
𠿚 #00020fda
\uebc3 #0000ebc3
隸 #0000f9b8
𰧿 #000309ff
☶ #00002636
\U0001e64a #0001e64a
\U0001de65 #0001de65
𨎳 #000283b3
絮 #00007d6e
\U00016709 #00016709
Ϊ #000003aa
\U0001a3ea #0001a3ea
𗇊 #000171ca
𠋘 #000202d8
𮛼 #0002e6fc
鲔 #00009c94
\U0003bbe7 #0003bbe7
༌ #00000f0c
ጹ #00001339
𫬜 #0002bb1c
\U00033ef2 #00033ef2
𘅭 #0001816d
\U0003ba8c #0003ba8c
㙠 #00003660
\uf138 #0000f138
复 #0000590d
𣇩 #000231e9
\U0003f9e5 #0003f9e5
个 #00004e2a
\U000137db #000137db
\U0001a24d #0001a24d
Ủ #00001ee6
𭾠 #0002dfa0
呆 #00005446
\U0003bf46 #0003bf46
\U000117f3 #000117f3
\U000365aa #000365aa
큸 #0000d078
𩬪 #00029b2a
\U0001c319 #0001c319
ᵋ #00001d4b
\U000386a0 #000386a0
\U00012850 #00012850
𗉶 #00017276
𭦓 #0002d993
흰 #0000d770
𭋞 #0002d2de
𣍙 #00023359
𠙂 #00020642
\U0001aa08 #0001aa08
\U0003ca99 #0003ca99
𗋻 #000172fb
𫁀 #0002b040
𬾥 #0002cfa5
\U0003b4d7 #0003b4d7
收 #00006536
𪚵 #0002a6b5
Š #00000160
𣏳 #000233f3
\U000359a5 #000359a5
\U0003ef47 #0003ef47
\U0001ed49 #0001ed49
𡃌 #000210cc
𡒔 #00021494
𗙪 #0001766a
㫬 #00003aec
𗦑 #00017991
\U000347e1 #000347e1
\U0001351c #0001351c
計 #00008a08
𭱶 #0002dc76
ʓ #00000293
𡔘 #00021518
𐕄 #00010544
\U0001df83 #0001df83
? #0000003f
𣏹 #000233f9
𦮪 #00026baa
𣟲 #000237f2
\U00032133 #00032133
\U0001c2a5 #0001c2a5
𪍹 #0002a379
𡋌 #000212cc
𘣎 #000188ce
\U0003a639 #0003a639
떥 #0000b5a5
\U00039394 #00039394
𢦼 #000229bc
\U0001b8fe #0001b8fe
\U0002fef8 #0002fef8
\U0003781c #0003781c
쉉 #0000c249
\U000384a1 #000384a1
䖙 #00004599
\U0002eedb #0002eedb
𩑛 #0002945b
𥐪 #0002542a
\U0001378e #0001378e
\U00016c3a #00016c3a
\U00038fb4 #00038fb4
𪺷 #0002aeb7
\U000362b3 #000362b3
\U00034f15 #00034f15
\U0001164f #0001164f
\U00035c90 #00035c90
\U0003b38e #0003b38e
髽 #00009afd
\U0001c203 #0001c203
誗 #00008a97
ꙃ #0000a643
𣗱 #000235f1
\U0003b909 #0003b909
𘔼 #0001853c
匷 #00005337
\U0003e7e0 #0003e7e0
擣 #000064e3
ﭔ #0000fb54
م #00000645
\U0003948c #0003948c
𨛟 #000286df
\U0003ca72 #0003ca72
\U00036e84 #00036e84
鎩 #000093a9
\U0003e409 #0003e409
\U00038f15 #00038f15
\U0003835a #0003835a
还 #00008fd8
𨥝 #0002895d
\U0001fedb #0001fedb
ﱧ #0000fc67
\uf03f #0000f03f
𦽎 #00026f4e
𰘣 #00030623
ᓭ #000014ed
\U0003d024 #0003d024
\U000165b8 #000165b8
䘖 #00004616
\U0003d0c0 #0003d0c0
𪻳 #0002aef3
𠡓 #00020853
䯎 #00004bce
雚 #000096da
� #0000fffd
𰹂 #00030e42
\U000355bc #000355bc
𡃙 #000210d9
坝 #0000575d
\U0003f760 #0003f760
𮥇 #0002e947
\U0001195d #0001195d
𪈜 #0002a21c
\U00031f6f #00031f6f
\U000193c7 #000193c7
𑓅 #000114c5
𫇤 #0002b1e4
\U0003cd5e #0003cd5e
\uf3e3 #0000f3e3
𬵠 #0002cd60
\U00034974 #00034974
\U0001c1f7 #0001c1f7
\U0003eea0 #0003eea0
悩 #000060a9
\U0001fda7 #0001fda7
\U0003b050 #0003b050
𠺩 #00020ea9
𝘫 #0001d62b
㝖 #00003756
\U000323b9 #000323b9
𰓋 #000304cb
\U0001cb91 #0001cb91
囿 #000056ff
𘰴 #00018c34
\U0001ae19 #0001ae19
\U00037c21 #00037c21
ؤ #00000624
\U00032331 #00032331
\U0001c3dd #0001c3dd
指 #00006307
因 #000056e0
貂 #00008c82
馞 #0000999e
𭐮 #0002d42e
𠧌 #000209cc
\U0001353a #0001353a
𣕉 #00023549
ᬳ #00001b33
𰃀 #000300c0
ވ #00000788
\U00013529 #00013529
𭆰 #0002d1b0
勺 #000052fa
\U0003f04d #0003f04d
\U0003ceba #0003ceba
\U0003b397 #0003b397
𤖴 #000245b4
\U0003ad6c #0003ad6c
\U00034613 #00034613
\U0001625d #0001625d
𢆊 #0002218a
𫣼 #0002b8fc
\U0001e7ff #0001e7ff
\U0001aa8c #0001aa8c
𩹑 #00029e51
\U000110e9 #000110e9
\U0003686d #0003686d
\U00039c13 #00039c13
𘮭 #00018bad
\U00010d52 #00010d52
𣱵 #00023c75
\ue034 #0000e034
𭚫 #0002d6ab
\U0001f8ec #0001f8ec
𣛜 #000236dc
𩙕 #00029655
\U0003a6e0 #0003a6e0
س #00000633
㿥 #00003fe5
\U0003596d #0003596d
ပ #00001015
\U0001ab62 #0001ab62
\U0003e712 #0003e712
\U00038720 #00038720
墨 #0000fa3a
𬀥 #0002c025
\U000165fa #000165fa
\U0001958c #0001958c
\U0001c4b2 #0001c4b2
\U0003fce9 #0003fce9
敺 #0000657a
\U000157e5 #000157e5
𮨋 #0002ea0b
\U0001b15d #0001b15d
𮀔 #0002e014
惉 #000060c9
䆮 #000041ae
𩠾 #0002983e
𬔖 #0002c516
𘆄 #00018184
ṛ #00001e5b
鋹 #000092f9
\ue7a1 #0000e7a1
𝧫 #0001d9eb
\U0001674a #0001674a
𫜨 #0002b728
𦢄 #00026884
处 #00005904
\U0003c76a #0003c76a
\U00012a37 #00012a37
𥐈 #00025408
\U0001bc6f #0001bc6f
\uef82 #0000ef82
紎 #00007d0e
𢃏 #000220cf
𪻯 #0002aeef
铹 #000094f9
\U0001cde9 #0001cde9
" #00000022
避 #0000907f
\U0001ba67 #0001ba67
𢤭 #0002292d
𫫱 #0002baf1
\U000358e3 #000358e3
𤍙 #00024359
\U00032d3d #00032d3d
\U000371ef #000371ef
\U00032110 #00032110
梀 #00006880
𗁤 #00017064
⮈ #00002b88
𘖯 #000185af
𦬎 #00026b0e
㐥 #00003425
\U000196b7 #000196b7
\U0001dfd8 #0001dfd8
\U000139f4 #000139f4
𧶠 #00027da0
븀 #0000be00
\uef9b #0000ef9b
𘀞 #0001801e
\U0003413e #0003413e
⪆ #00002a86
\U0003a0fa #0003a0fa
𮓇 #0002e4c7
\U00038409 #00038409
\U000319aa #000319aa
\U0003e67c #0003e67c
\U00033398 #00033398
\U00036900 #00036900
\U00039e6f #00039e6f
\U0001b5f7 #0001b5f7
𣊋 #0002328b
𩩘 #00029a58
\U0003fb8f #0003fb8f
訸 #00008a38
\U000346d5 #000346d5
\U0001fa7b #0001fa7b
隧 #000096a7
չ #00000579
𘱰 #00018c70
𨓫 #000284eb
河 #00006cb3
𡘷 #00021637
\U0003f0a8 #0003f0a8
\U0001ce3c #0001ce3c
签 #00007b7e
👗 #0001f457
𰂟 #0003009f
広 #00005e83
\U0003a491 #0003a491
𦥑 #00026951
鉧 #00009267
\U000341a8 #000341a8
𘎄 #00018384
괟 #0000ad1f
椔 #0002f8e6
硛 #0000785b
\U0003890e #0003890e
\U000116f5 #000116f5
\U000105e5 #000105e5
𦔕 #00026515
𛈓 #0001b213
滩 #00006ee9
啱 #00005571
\u2d29 #00002d29
\U0001f267 #0001f267
𞺻 #0001eebb
𓇯 #000131ef
\U0001e7a8 #0001e7a8
𭅕 #0002d155
\U00014b70 #00014b70
\U0003debd #0003debd
𝥣 #0001d963
𦵥 #00026d65
𣶢 #00023da2
\uee58 #0000ee58
\U0001117c #0001117c
𮂀 #0002e080
\U0001ab4f #0001ab4f
趫 #00008dab
\U00035f16 #00035f16
𨴡 #00028d21
\U00014cdd #00014cdd
襛 #0000895b
\U00014d9b #00014d9b
떟 #0000b59f
\U0002edd1 #0002edd1
\U0003b07c #0003b07c
远 #00008fdc
𠄉 #00020109
\U0001beef #0001beef
🆖 #0001f196
𨤻 #0002893b
↧ #000021a7
\U00011512 #00011512
𧟬 #000277ec
➖ #00002796
\U00035f0c #00035f0c
킃 #0000d083
\U00018d92 #00018d92
㼾 #00003f3e
𧼐 #00027f10
𨳂 #00028cc2
\U00014fd4 #00014fd4
𢖣 #000225a3
𢁛 #0002205b
\U00032d77 #00032d77
\U000383c4 #000383c4
㡐 #00003850
𥵁 #00025d41
Ϭ #000003ec
겕 #0000ac95
\U00032cb4 #00032cb4
\ueba5 #0000eba5
𘁓 #00018053
𭙆 #0002d646
𩅬 #0002916c
𧌯 #0002732f
𧘫 #0002762b
𐌎 #0001030e
𬾳 #0002cfb3
䊀 #00004280
𮞖 #0002e796
Ѕ #00000405
\U0001511f #0001511f
\U0001ca22 #0001ca22
𭤨 #0002d928
𝀊 #0001d00a
狩 #000072e9
🡤 #0001f864
\U0001eaf0 #0001eaf0
𥬢 #00025b22
𰫐 #00030ad0
\U0002fc04 #0002fc04
\U0003aa85 #0003aa85
⇌ #000021cc
\U00039409 #00039409
惰 #000060f0
𨳌 #00028ccc
\U00039534 #00039534
尡 #00005c21
牢 #00007262
肵 #000080b5
简 #00007b80
\U0003c437 #0003c437
\U0003e023 #0003e023
䩇 #00004a47
𩭺 #00029b7a
\U00010073 #00010073
\U00011e1b #00011e1b
\U0001a146 #0001a146
\U00035b3b #00035b3b
\U0003ad23 #0003ad23
\uf1ab #0000f1ab
用 #00007528
暴 #000066b4
𘨋 #00018a0b
쬪 #0000cb2a
𭎇 #0002d387
\U00033c67 #00033c67
𪲘 #0002ac98
𦱄 #00026c44
읏 #0000c74f
\U0003d809 #0003d809
𗢁 #00017881
\U000376fd #000376fd
\U00010f6e #00010f6e
\U000383bc #000383bc
\U00034990 #00034990
둢 #0000b462
报 #000062a5
\U0003b99e #0003b99e
\U0003bc85 #0003bc85
ꥧ #0000a967
\U0001ea7e #0001ea7e
𰢝 #0003089d
\U00019585 #00019585
\ue522 #0000e522
\U0003fb3f #0003fb3f
载 #00008f7d
𠮙 #00020b99
错 #00009519
\U00031763 #00031763
𝃦 #0001d0e6
\U000140b3 #000140b3
鐥 #00009425
\U000322c2 #000322c2
⊒ #00002292
\U0001e33b #0001e33b
メ #000030e1
\U00015e2f #00015e2f
𭻚 #0002deda
\U000138a8 #000138a8
ㅀ #00003140
\U00037499 #00037499
𪢹 #0002a8b9
𡺝 #00021e9d
𓄀 #00013100
劳 #000052b3
ﳃ #0000fcc3
𧮦 #00027ba6
𭟝 #0002d7dd
\U0001424e #0001424e
𘋿 #000182ff
\U0003faf5 #0003faf5
陘 #00009658
夅 #00005905
𰱌 #00030c4c
\U00036878 #00036878
𣿼 #00023ffc
\U00038b4b #00038b4b
𨰅 #00028c05
\U000153d6 #000153d6
𨗆 #000285c6
𢠐 #00022810
\U0001d26a #0001d26a
根 #00006839
\U000372a1 #000372a1
☧ #00002627
𨆚 #0002819a
\U000338d2 #000338d2
忈 #00005fc8
\U0003f9f5 #0003f9f5
\ue258 #0000e258
\U00015cfb #00015cfb
𗺫 #00017eab
\U0002fb60 #0002fb60
䙹 #00004679
𮇜 #0002e1dc
\U00038ac9 #00038ac9
\U0001fdcc #0001fdcc
\U00016a6c #00016a6c
赭 #00008d6d
\U00033f86 #00033f86
𖭯 #00016b6f
述 #00008ff0
\U00031f23 #00031f23
\U00014779 #00014779
底 #00005e95
嘴 #00005634
ꎲ #0000a3b2
𠍌 #0002034c
셄 #0000c144
𩝨 #00029768
\U0003b1fb #0003b1fb
넺 #0000b13a
𡺛 #00021e9b
\U0003be8e #0003be8e
\U0003d732 #0003d732
揢 #000063e2
鹗 #00009e57
\uecbf #0000ecbf
\U00013914 #00013914
𠿹 #00020ff9
𭮴 #0002dbb4
\U0001fc9a #0001fc9a
\U00018d2f #00018d2f
𬢩 #0002c8a9
\U0001e727 #0001e727
툢 #0000d222
末 #0000672b
𗵷 #00017d77
𭁻 #0002d07b
\U0003f9bd #0003f9bd
𔐯 #0001442f
\U0001edd5 #0001edd5
\U0003f577 #0003f577
𘉮 #0001826e
\U0003834d #0003834d
쀥 #0000c025
\U00013721 #00013721
𫆗 #0002b197
뷩 #0000bde9
𗕴 #00017574
𧻝 #00027edd
\U00033e00 #00033e00
\U00032ac7 #00032ac7
𣊳 #000232b3
𣋹 #000232f9
𩜋 #0002970b
\U00031a8b #00031a8b
\U0003ef9c #0003ef9c
𩿶 #00029ff6
媈 #00005a88
𤾋 #00024f8b
\U0003ffb0 #0003ffb0
𪕇 #0002a547
\U00038d0c #00038d0c
\U00012c8d #00012c8d
\U00033b79 #00033b79
\U0003fb0e #0003fb0e
\U0001292a #0001292a
\U0001278e #0001278e
𣩗 #00023a57
\U00037fe3 #00037fe3
\U0002ebea #0002ebea
𤗓 #000245d3
걄 #0000ac44
ᘱ #00001631
\U0003d3ae #0003d3ae
繭 #00007e6d
莵 #000083b5
𡍟 #0002135f
\U00019800 #00019800
텚 #0000d15a
\U00038cb7 #00038cb7
秀 #000079c0
𤺀 #00024e80
㊅ #00003285
\uf88d #0000f88d
鉹 #00009279
\U00010be3 #00010be3
\U00035719 #00035719
\U00015d27 #00015d27
\U00014fed #00014fed
\U0003c1fc #0003c1fc
\U0001bb3f #0001bb3f
\U0003eb55 #0003eb55
혅 #0000d605
耪 #0000802a
\U00036aeb #00036aeb
駏 #000099cf
땛 #0000b55b
𰉺 #0003027a
\U0003149f #0003149f
ꌒ #0000a312
𮛢 #0002e6e2
𨀒 #00028012
𦺯 #00026eaf
𱍇 #00031347
䘯 #0000462f
修 #00004fee
䗽 #000045fd
\U0003812f #0003812f
𢬀 #00022b00
救 #00006551
𰿳 #00030ff3
𫛸 #0002b6f8
丽 #00004e3d
賞 #00008cde
\U00031c09 #00031c09
𪘌 #0002a60c
\U0003b361 #0003b361
𘰍 #00018c0d
𧝡 #00027761
𰦴 #000309b4
\U00032ffa #00032ffa
𠌨 #00020328
𦧋 #000269cb
뜎 #0000b70e
\U0001c0d7 #0001c0d7
𤚤 #000246a4
晃 #00006643
\U0003f1a9 #0003f1a9
𥱆 #00025c46
𨏹 #000283f9
\U0003ba2d #0003ba2d
\U000191f8 #000191f8
ⷃ #00002dc3
\U0001a074 #0001a074
𘧰 #000189f0
\U0001ebd2 #0001ebd2
\ue418 #0000e418
𩯴 #00029bf4
𦉳 #00026273
រ #0000179a
𦹝 #00026e5d
𦧊 #000269ca
𝩰 #0001da70
\U00019726 #00019726
\U0003bb43 #0003bb43
빭 #0000be6d
\U00031808 #00031808
\U0003ac69 #0003ac69
\U0003f0d0 #0003f0d0
兜 #0000515c
狋 #000072cb
𠈍 #0002020d
\U000325f5 #000325f5
𧡰 #00027870
\U0001cfc8 #0001cfc8
𬑤 #0002c464
𭔲 #0002d532
\U000394c3 #000394c3
\U0001e773 #0001e773
\U00019178 #00019178
\U0001db63 #0001db63
\U0003ac6a #0003ac6a
խ #0000056d
𣛞 #000236de
\U00015b04 #00015b04
𡝏 #0002174f
\U0001972b #0001972b
𨳮 #00028cee
\U0003ac3f #0003ac3f
ঈ #00000988
𫫍 #0002bacd
\U0003b3d7 #0003b3d7
𢱧 #00022c67
\U0003b162 #0003b162
\U00034800 #00034800
じ #00003058
\U0003a869 #0003a869
⓴ #000024f4
\U0001350a #0001350a
🄮 #0001f12e
\U000163fb #000163fb
\U000327a4 #000327a4
𪽩 #0002af69
挴 #00006334
𦲰 #00026cb0
\U0003b8be #0003b8be
\U00036681 #00036681
𥱀 #00025c40
椏 #0000690f
𮨮 #0002ea2e
Გ #00001c92
𦌧 #00026327
溃 #00006e83
\U0003a3be #0003a3be
\U00037eac #00037eac
龬 #00009fac
\U0001183e #0001183e
𮪒 #0002ea92
𣞎 #0002378e
븏 #0000be0f
𪜋 #0002a70b
\U0002f31b #0002f31b
\U0003956a #0003956a
\U0001e547 #0001e547
윐 #0000c710
𖹹 #00016e79
\U00034905 #00034905
読 #00008aad
\U000107b7 #000107b7
𨔼 #0002853c
\U0001c3c4 #0001c3c4
㩢 #00003a62
\U0003900e #0003900e
\U0003f412 #0003f412
\U00038567 #00038567
\U0003b32f #0003b32f
\U0003bbdd #0003bbdd
\U00038500 #00038500
𰁴 #00030074
シ #000030b7
𢡐 #00022850
𑨆 #00011a06
\U00010775 #00010775
\U0001b7f6 #0001b7f6
𐪑 #00010a91
\U000366aa #000366aa
委 #000059d4
𫚄 #0002b684
𬯝 #0002cbdd
𠼉 #00020f09
𦱐 #00026c50
邖 #00009096
𡙢 #00021662
\U00014d7a #00014d7a
𦺵 #00026eb5
饦 #00009966
𭇸 #0002d1f8
𡟶 #000217f6
\U000135a3 #000135a3
ୖ #00000b56
䳊 #00004cca
\U0001a14c #0001a14c
\U00013d46 #00013d46
\U00014f2e #00014f2e
\U0003b0da #0003b0da
𰶟 #00030d9f
𠜣 #00020723
𩂖 #00029096
𭩲 #0002da72
𤵾 #00024d7e
\U000359ac #000359ac
𫌖 #0002b316
\U00012cb6 #00012cb6
𫳇 #0002bcc7
\U00016ebe #00016ebe
簐 #00007c10
\U00036958 #00036958
\U00034370 #00034370
𠩩 #00020a69
𥞫 #000257ab
◮ #000025ee
𠦸 #000209b8
𤤒 #00024912
\U0003e826 #0003e826
ຈ #00000e88
\U0003b7d8 #0003b7d8
\U0003c775 #0003c775
伊 #00004f0a
𬿿 #0002cfff
螺 #0000f911
𮫆 #0002eac6
y #00000079
𠠳 #00020833
𣕬 #0002356c
\U0001a555 #0001a555
\U0003d2fb #0003d2fb
\U0003c33e #0003c33e
𦇇 #000261c7
\U0003454d #0003454d
𰚹 #000306b9
\U00033171 #00033171
韍 #000097cd
\U0003a393 #0003a393
\U00014d89 #00014d89
𮏡 #0002e3e1
𫎭 #0002b3ad
𢏅 #000223c5
𫠮 #0002b82e
𨌔 #00028314
𗵃 #00017d43
𮒎 #0002e48e
𨊦 #000282a6
\U00012bda #00012bda
𤷈 #00024dc8
\U00039ea7 #00039ea7
\U0003304f #0003304f
ᐽ #0000143d
囚 #000056da
𮙄 #0002e644
\U0002ec56 #0002ec56
ॏ #0000094f
禡 #000079a1
\U0003c9cc #0003c9cc
ꠖ #0000a816
) #00000029
𢱟 #00022c5f
\U000162a5 #000162a5
𫊲 #0002b2b2
跳 #00008df3
\U0003b59e #0003b59e
\U0001eb77 #0001eb77
𦻦 #00026ee6
𥔀 #00025500
\U0003de45 #0003de45
\U0001cb7f #0001cb7f
㕎 #0000354e
檪 #00006aaa
\U00014b60 #00014b60
\U00034960 #00034960
\u1cff #00001cff
\U0001e5be #0001e5be
\U0001c57e #0001c57e
\U00013d38 #00013d38
\U0003ab69 #0003ab69
\U00012e8e #00012e8e
ꪆ #0000aa86
𣷦 #00023de6
𗼸 #00017f38
\U0003166b #0003166b
𰭏 #00030b4f
𦭸 #00026b78
邜 #0000909c
檎 #00006a8e
\U0003a26f #0003a26f
𥱋 #00025c4b
\ue0af #0000e0af
\U000148e8 #000148e8
퐛 #0000d41b
𭾽 #0002dfbd
\U0003818a #0003818a
𫐀 #0002b400
\U0003779c #0003779c
\U00038c71 #00038c71
𡺓 #00021e93
餘 #00009918
\U0003eabb #0003eabb
𑿐 #00011fd0
\U000337c2 #000337c2
𰻬 #00030eec
𔑕 #00014455
𩀘 #00029018
\U0001503c #0001503c
\uf04b #0000f04b
佶 #00004f76
𣘰 #00023630
ਮ #00000a2e
\U0001a0d1 #0001a0d1
𫝕 #0002b755
⠢ #00002822
𫴞 #0002bd1e
\U0001be80 #0001be80
𤲐 #00024c90
𘜾 #0001873e
𐀗 #00010017
𗎖 #00017396
𗔸 #00017538
𬹅 #0002ce45
㺉 #00003e89
𥨌 #00025a0c
\U000350aa #000350aa
\U00016c69 #00016c69
\U00013d85 #00013d85
𒈹 #00012239
⯔ #00002bd4
𘯣 #00018be3
\U0003abce #0003abce
ⶇ #00002d87
𨣇 #000288c7
\U00033e84 #00033e84
⇖ #000021d6
𒄳 #00012133
世 #00004e16
𡘸 #00021638
\U00036a6e #00036a6e
\U0001600e #0001600e
\U0003b22d #0003b22d
쩑 #0000ca51
𰊦 #000302a6
𤕛 #0002455b
\U00035b5d #00035b5d
\U000193d7 #000193d7
\U0001ec69 #0001ec69
氬 #00006c2c
\U0001efa3 #0001efa3
𱅾 #0003117e
𓄲 #00013132
\U0001c016 #0001c016
혨 #0000d628
\U000136ab #000136ab
𬮘 #0002cb98
𪰹 #0002ac39
𡀒 #00021012
\U0003cb1d #0003cb1d
뛦 #0000b6e6
\U00016db9 #00016db9
쿇 #0000cfc7
𧶿 #00027dbf
\U00012fba #00012fba
ị #00001ecb
𩸆 #00029e06
\ue53a #0000e53a
볙 #0000bcd9
ス #000030b9
翕 #00007fd5
ᙃ #00001643
\U00011849 #00011849
韧 #000097e7
嵮 #0002f87e
\U00031b0b #00031b0b
𭯦 #0002dbe6
ꍏ #0000a34f
\U00035f67 #00035f67
\U0003f997 #0003f997
\U00033556 #00033556
\uf596 #0000f596
릝 #0000b99d
\U0001c19d #0001c19d
𢔼 #0002253c
\U00035c40 #00035c40
\U0003f5c7 #0003f5c7
\U00031c7d #00031c7d
ǉ #000001c9
\U00031af8 #00031af8
\U00012bf1 #00012bf1
\U0001c7a1 #0001c7a1
\U0001a872 #0001a872
𦧗 #000269d7
食 #000098df
\U0001dc9c #0001dc9c
䅜 #0000415c
\U0003a024 #0003a024
\U0001bb4f #0001bb4f
व #00000935
\U0002fdf6 #0002fdf6
\U0003a121 #0003a121
\ua83a #0000a83a
𛄕 #0001b115
𘓬 #000184ec
坹 #00005779
\U0001cf8b #0001cf8b
\U0001e1bd #0001e1bd
𢛕 #000226d5
\U00038d56 #00038d56
𠈌 #0002020c
\U000192fb #000192fb
\U000166ae #000166ae
䐽 #0000443d
\uebe7 #0000ebe7
蜄 #00008704
𢊘 #00022298
旫 #000065eb
\U00014c80 #00014c80
𭽯 #0002df6f
憎 #0000fa89
𢇇 #000221c7
\U00032f98 #00032f98
᜵ #00001735
\U00037b2c #00037b2c
🮦 #0001fba6
\U0001475a #0001475a
緯 #00007def
们 #00004eec
干 #00005e72
𤏣 #000243e3
눔 #0000b214
员 #00005458
𨃂 #000280c2
\U0002f32c #0002f32c
𬧒 #0002c9d2
𢍲 #00022372
\U0001cfb5 #0001cfb5
𧂥 #000270a5
\U0003ea67 #0003ea67
\U0001e510 #0001e510
𪲺 #0002acba
곷 #0000acf7
\U0003b0f1 #0003b0f1
𥼭 #00025f2d
\U0003d516 #0003d516
̵ #00000335
\uf513 #0000f513
釃 #000091c3
𪺯 #0002aeaf
\U000322ef #000322ef
\U00039457 #00039457
\U0003c7d1 #0003c7d1
𠪫 #00020aab
\U000392f7 #000392f7
\U0001de1d #0001de1d
芀 #00008280
𑄫 #0001112b
𑿒 #00011fd2
\U000114f0 #000114f0
芭 #000082ad
夭 #0000592d
𠒳 #000204b3
찶 #0000cc36
\U0003280c #0003280c
𢭮 #00022b6e
䳸 #0002fa11
\U0003ce8b #0003ce8b
𩱡 #00029c61
𭪖 #0002da96
̍ #0000030d
㡪 #0000386a
\U0001e2be #0001e2be
\U00031fd1 #00031fd1
𨤑 #00028911
\U00039e8a #00039e8a
⾌ #00002f8c
𪿲 #0002aff2
\U0002fefb #0002fefb
𩣣 #000298e3
\U000367b9 #000367b9
0 #00000030
𧌗 #00027317
𥊯 #000252af
\U00019656 #00019656
\U0002f51f #0002f51f
♏ #0000264f
\U0003784b #0003784b
𫰍 #0002bc0d
𡧃 #000219c3
\U00031815 #00031815
𫰉 #0002bc09
㎤ #000033a4
𦵴 #00026d74
\U0003fe3c #0003fe3c
䥶 #00004976
𣩫 #00023a6b
\U00015e4a #00015e4a
𢺉 #00022e89
隑 #00009691
\U00012f98 #00012f98
缘 #00007f18
㞼 #000037bc
𱂓 #00031093
\U00015b23 #00015b23
ễ #00001ec5
됸 #0000b438
\U00031857 #00031857
\U0003e138 #0003e138
颫 #000098ab
팽 #0000d33d
𡻨 #00021ee8
𦠲 #00026832
\U0003d35c #0003d35c
𫠂 #0002b802
\U00016508 #00016508
𥪃 #00025a83
\ue6a1 #0000e6a1
𡜔 #00021714
𭡑 #0002d851
𐋉 #000102c9
螈 #00008788
𫥧 #0002b967
\U000138c6 #000138c6
\U0001faf3 #0001faf3
\U00037808 #00037808
\U0001def9 #0001def9
\U0003ad01 #0003ad01
䊛 #0000429b
鉗 #00009257
믢 #0000bbe2
\U000388d7 #000388d7
𛆞 #0001b19e
𢹬 #00022e6c
𩱚 #00029c5a
彄 #00005f44
\U00038f93 #00038f93
𞄐 #0001e110
𧨾 #00027a3e
