纄 #00007e84
𧉤 #00027264
\U0001b6c9 #0001b6c9
\U000380bf #000380bf
㢻 #000038bb
𞺖 #0001ee96
延 #00005ef6
𧊃 #00027283
為 #000070ba
\U00038e19 #00038e19
\U0001f258 #0001f258
𰖷 #000305b7
𡆡 #000211a1
𬄺 #0002c13a
𧩚 #00027a5a
\U00031915 #00031915
ꅭ #0000a16d
\U00039bb4 #00039bb4
\U000397e8 #000397e8
l #0000006c
\U0003cac9 #0003cac9
\U0001ad52 #0001ad52
\U00036d4e #00036d4e
𘯃 #00018bc3
𒐊 #0001240a
ᇴ #000011f4
𦆲 #000261b2
\U0003a92f #0003a92f
\U0003bc51 #0003bc51
𰟬 #000307ec
久 #00004e45
杀 #00006740
\U00015eab #00015eab
〔 #00003014
\U0003e33c #0003e33c
芝 #0000829d
\U00037de2 #00037de2
鄻 #0000913b
嗦 #000055e6
韃 #000097c3
⛬ #000026ec
览 #000089c8
\U00035840 #00035840
𤨄 #00024a04
𐱁 #00010c41
\U00034b22 #00034b22
\U0001633d #0001633d
R #00000052
浄 #00006d44
\U0003b48a #0003b48a
\U0001471a #0001471a
\U00035cbe #00035cbe
🭕 #0001fb55
𪢰 #0002a8b0
\U00012be3 #00012be3
𫇼 #0002b1fc
\U0003a5ee #0003a5ee
\U00033ffa #00033ffa
\U00033a71 #00033a71
\uf73e #0000f73e
\U0003556e #0003556e
䔝 #0000451d
𦳦 #00026ce6
˜ #000002dc
附 #00009644
🢠 #0001f8a0
𤚕 #00024695
𓋽 #000132fd
\U000380ee #000380ee
𦂇 #00026087
\U000395c0 #000395c0
\U0003e4d0 #0003e4d0
𰐸 #00030438
\U000142a8 #000142a8
\U0003941e #0003941e
\U00039eb3 #00039eb3
\U0003c177 #0003c177
𫆽 #0002b1bd
𩋬 #000292ec
\U000335db #000335db
\U00014810 #00014810
\U0003e287 #0003e287
\U0001c42c #0001c42c
斄 #00006584
\U0001e7de #0001e7de
\U00037223 #00037223
\U00019a5b #00019a5b
𧆑 #00027191
\U0003b750 #0003b750
𪙄 #0002a644
𡵗 #00021d57
歃 #00006b43
㋾ #000032fe
𡓣 #000214e3
𣱟 #00023c5f
\U0003a158 #0003a158
𫽄 #0002bf44
🮨 #0001fba8
Â #000000c2
譮 #00008b6e
\uf376 #0000f376
㥞 #0000395e
𡩚 #00021a5a
禉 #00007989
眠 #00007720
\uef7d #0000ef7d
𩸅 #00029e05
\U0003a3ca #0003a3ca
𥼍 #00025f0d
\U000399ea #000399ea
\U00033f7a #00033f7a
\U00019d92 #00019d92
𩐈 #00029408
\U0001eac9 #0001eac9
𘑯 #0001846f
\U00016375 #00016375
丝 #00004e1d
쥋 #0000c94b
覟 #0000899f
⹍ #00002e4d
鼠 #00009f20
\U0003b0b7 #0003b0b7
𣊟 #0002329f
\U0003b83b #0003b83b
\U0003471c #0003471c
\u0894 #00000894
\U000335d7 #000335d7
\U0001667e #0001667e
𐚙 #00010699
𘀷 #00018037
𥈭 #0002522d
𘈠 #00018220
\U00039256 #00039256
㇅ #000031c5
룓 #0000b8d3
\U0001ec57 #0001ec57
\U00038110 #00038110
\U0001bfb3 #0001bfb3
\U000355d6 #000355d6
\U00015db8 #00015db8
\uebf5 #0000ebf5
𰉩 #00030269
\U00031cb4 #00031cb4
\U00035244 #00035244
\U00039d0a #00039d0a
蔔 #00008514
\U0003b945 #0003b945
𑛅 #000116c5
« #000000ab
\U0001c721 #0001c721
뢸 #0000b8b8
\U0001dab5 #0001dab5
\U0002ef7e #0002ef7e
\U00037928 #00037928
𡗙 #000215d9
𘙂 #00018642
诊 #00008bca
𡔀 #00021500
𤤰 #00024930
\U000194ad #000194ad
\U0001e5d6 #0001e5d6
\U00034e78 #00034e78
🜎 #0001f70e
\U0001bb2b #0001bb2b
𣤭 #0002392d
𰤓 #00030913
𦨰 #00026a30
\U0001a281 #0001a281
𢬰 #00022b30
\U0003ea8c #0003ea8c
\u2e7c #00002e7c
𩸪 #00029e2a
𬩺 #0002ca7a
𧟔 #000277d4
\U00019261 #00019261
\U00031673 #00031673
漑 #00006f11
\U000118fd #000118fd
\U0001db07 #0001db07
𠕉 #00020549
\U0001a431 #0001a431
\U000135d0 #000135d0
䚈 #00004688
\U0003e437 #0003e437
\U00019c94 #00019c94
\U0001a118 #0001a118
\U00019dc4 #00019dc4
磻 #000078fb
叞 #000053de
寻 #00005bfb
㏯ #000033ef
\U000334b9 #000334b9
뒲 #0000b4b2
\U0003b767 #0003b767
\U0003dc15 #0003dc15
𫂯 #0002b0af
\uf67b #0000f67b
𠪴 #00020ab4
\ue57e #0000e57e
𪆔 #0002a194
\U0003e235 #0003e235
ᦎ #0000198e
\U00033e22 #00033e22
羜 #00007f9c
𦶯 #00026daf
⧖ #000029d6
\U0001a440 #0001a440
\U00033022 #00033022
\U000154b1 #000154b1
\U00010d4f #00010d4f
𫣚 #0002b8da
\U00039b9e #00039b9e
\U00038a0a #00038a0a
\U0003b662 #0003b662
\U0003f1d4 #0003f1d4
𪿵 #0002aff5
郙 #000090d9
즦 #0000c9a6
ᖫ #000015ab
\uf762 #0000f762
\U0003a1c9 #0003a1c9
\U0003aeb4 #0003aeb4
𨓛 #000284db
\U0003fed6 #0003fed6
\U0001bfc6 #0001bfc6
\U0003d83b #0003d83b
\U0003c05a #0003c05a
𧭒 #00027b52
あ #00003042
𭩂 #0002da42
𮝸 #0002e778
𢤲 #00022932
𬩛 #0002ca5b
ᚂ #00001682
\U0003578d #0003578d
𥈱 #00025231
复 #0000590d
𫒉 #0002b489
\U00038591 #00038591
톣 #0000d1a3
个 #00004e2a
𦀜 #0002601c
𢨠 #00022a20
𭾠 #0002dfa0
呆 #00005446
哶 #0002f841
𩬪 #00029b2a
\U00032b89 #00032b89
䔜 #0000451c
\U000386a0 #000386a0
𢺂 #00022e82
𪁚 #0002a05a
肳 #000080b3
\U00012850 #00012850
𬔓 #0002c513
𭋞 #0002d2de
𣍙 #00023359
‾ #0000203e
𘏐 #000183d0
\U000323f4 #000323f4
\U00016fbe #00016fbe
ꊒ #0000a292
\U00018dc1 #00018dc1
\U00035c28 #00035c28
\U0001c2b0 #0001c2b0
𥐧 #00025427
收 #00006536
\U00032fc2 #00032fc2
Š #00000160
\U0003ef47 #0003ef47
𡃌 #000210cc
𗙪 #0001766a
𱉩 #00031269
\U00015108 #00015108
\U000357ca #000357ca
\U00016c44 #00016c44
𐕄 #00010544
𦞓 #00026793
⤷ #00002937
? #0000003f
𣏹 #000233f9
\U00033fc0 #00033fc0
\U0003ffd9 #0003ffd9
꽩 #0000af69
\U000347a6 #000347a6
𘣎 #000188ce
\U00036a9a #00036a9a
\U00015772 #00015772
\U0003f0c4 #0003f0c4
쳱 #0000ccf1
\U0003c4c2 #0003c4c2
\U0003e6f3 #0003e6f3
\U0003349f #0003349f
𣬹 #00023b39
𨢣 #000288a3
\U00012697 #00012697
頕 #00009815
힞 #0000d79e
쉉 #0000c249
𥩬 #00025a6c
㫟 #00003adf
됫 #0000b42b
\U00033adf #00033adf
𢤮 #0002292e
鵍 #00009d4d
\U0001616c #0001616c
𠉨 #00020268
𥡊 #0002584a
𥫋 #00025acb
\U0003b38e #0003b38e
誗 #00008a97
ꙃ #0000a643
\U0001fd71 #0001fd71
\U0002ec3e #0002ec3e
匷 #00005337
ꊀ #0000a280
\U0003e7e0 #0003e7e0
\U00036db7 #00036db7
𥈿 #0002523f
م #00000645
\U0003e9e2 #0003e9e2
ᕩ #00001569
𥸤 #00025e24
\U000167e1 #000167e1
\U0003b98a #0003b98a
\U0003835a #0003835a
\U00038f15 #00038f15
还 #00008fd8
\U0001246f #0001246f
𫒗 #0002b497
㣔 #000038d4
\U00034765 #00034765
\U0001b9ee #0001b9ee
\U0001c8d0 #0001c8d0
\U000365ed #000365ed
𘄞 #0001811e
\U0003d0c0 #0003d0c0
雚 #000096da
\U00010d51 #00010d51
\U0003cbbd #0003cbbd
� #0000fffd
𰹂 #00030e42
\U000154dc #000154dc
\U0001f2d4 #0001f2d4
\U0003ca62 #0003ca62
\U00015135 #00015135
𡃙 #000210d9
\U0001dafb #0001dafb
\U0001388f #0001388f
𨳫 #00028ceb
텁 #0000d141
𠄤 #00020124
䏇 #000043c7
\U0003f213 #0003f213
\U000362bd #000362bd
𪑼 #0002a47c
𬵠 #0002cd60
\U00032a4e #00032a4e
㝖 #00003756
𘰴 #00018c34
\U000150a7 #000150a7
\U000380f1 #000380f1
\U0001989f #0001989f
䀘 #00004018
ؤ #00000624
𞴢 #0001ed22
\U00037051 #00037051
좞 #0000c89e
指 #00006307
因 #000056e0
\U0001ae60 #0001ae60
馞 #0000999e
𥧝 #000259dd
좷 #0000c8b7
𠧌 #000209cc
ᬳ #00001b33
\U0003c636 #0003c636
\U00032f17 #00032f17
\U0003b397 #0003b397
\U000110e9 #000110e9
뭇 #0000bb47
𰢴 #000308b4
̇ #00000307
\U0003d694 #0003d694
\U00031850 #00031850
𐓮 #000104ee
\U0003b7a0 #0003b7a0
軓 #00008ed3
鱾 #00009c7e
\U00038d1e #00038d1e
س #00000633
𣉽 #0002327d
𰱕 #00030c55
𘰪 #00018c2a
\U0001958c #0001958c
\U0001c4b2 #0001c4b2
𤗔 #000245d4
쓖 #0000c4d6
𣇒 #000231d2
𖺕 #00016e95
𪗛 #0002a5db
\U00034e67 #00034e67
\U0001b15d #0001b15d
𡋶 #000212f6
\U0003e553 #0003e553
\U0002faa1 #0002faa1
𩠾 #0002983e
\U0002fda7 #0002fda7
\U000335cb #000335cb
䙴 #00004674
𭣳 #0002d8f3
鋹 #000092f9
\ua63f #0000a63f
𰡴 #00030874
\U00032e77 #00032e77
\U0003378d #0003378d
𬭠 #0002cb60
拾 #000062fe
\U00018ef3 #00018ef3
𫫿 #0002baff
\U0003c5eb #0003c5eb
\U0003e8d5 #0003e8d5
𦢄 #00026884
䟆 #000047c6
\U0001c677 #0001c677
处 #00005904
\U0002f2b8 #0002f2b8
녑 #0000b151
\U00013eb2 #00013eb2
茿 #0000833f
𮝯 #0002e76f
🟍 #0001f7cd
𬺸 #0002ceb8
\U0003ba46 #0003ba46
\U0001cde9 #0001cde9
" #00000022
避 #0000907f
𥁦 #00025066
쥣 #0000c963
𢑤 #00022464
\U00032d3d #00032d3d
\U000371ef #000371ef
猻 #0000733b
烐 #000070d0
𮊺 #0002e2ba
\U0003b55a #0003b55a
𠖆 #00020586
𢺣 #00022ea3
𘀞 #0001801e
곘 #0000acd8
\U0002f428 #0002f428
\U00015910 #00015910
蔲 #00008532
\U0002f3b4 #0002f3b4
\U00013a5d #00013a5d
\U0003a7ec #0003a7ec
\U000319aa #000319aa
𫈥 #0002b225
龯 #00009faf
𣣉 #000238c9
\U0003608c #0003608c
𑂂 #00011082
\uf5bb #0000f5bb
\U000137c7 #000137c7
\U0003ca0d #0003ca0d
\U00012f37 #00012f37
\U00016bc5 #00016bc5
隧 #000096a7
չ #00000579
𨓫 #000284eb
河 #00006cb3
ⷻ #00002dfb
签 #00007b7e
\U0001dd8a #0001dd8a
𠫡 #00020ae1
𗎿 #000173bf
䎖 #00004396
𡟮 #000217ee
𘒢 #000184a2
\U0003ee83 #0003ee83
\U000328a1 #000328a1
𫳻 #0002bcfb
𰘻 #0003063b
짵 #0000c9f5
𛈓 #0001b213
滩 #00006ee9
\U0001e7a8 #0001e7a8
\u2d29 #00002d29
𰺼 #00030ebc
\U00034e7b #00034e7b
𪷔 #0002add4
孂 #00005b42
\U0002fa89 #0002fa89
𣶢 #00023da2
탸 #0000d0f8
𱅓 #00031153
\U0001ab4f #0001ab4f
헩 #0000d5e9
\U0003f688 #0003f688
𮤕 #0002e915
𗙣 #00017663
𨴡 #00028d21
𠶪 #00020daa
\U00031b65 #00031b65
远 #00008fdc
\U00039f67 #00039f67
𰺆 #00030e86
谫 #00008c2b
왹 #0000c679
\uf0e9 #0000f0e9
迥 #00008fe5
𗝤 #00017764
𤨟 #00024a1f
\U0001dad8 #0001dad8
틣 #0000d2e3
\U00035acc #00035acc
䑥 #00004465
\U000363aa #000363aa
\U0003b12c #0003b12c
ƺ #000001ba
幖 #00005e56
農 #00008fb2
\U000383c4 #000383c4
㑡 #00003461
뿻 #0000bffb
\ue33e #0000e33e
Ọ #00001ecc
Ⰰ #00002c00
𧌯 #0002732f
؎ #0000060e
\U00018e7b #00018e7b
\U0001a1d4 #0001a1d4
𛱃 #0001bc43
\U00032d94 #00032d94
\U0003bceb #0003bceb
\U000197f3 #000197f3
𩏠 #000293e0
𧪾 #00027abe
\U00036a43 #00036a43
\U000368db #000368db
𝀊 #0001d00a
\U0001c058 #0001c058
𡶷 #00021db7
\U00016c51 #00016c51
𤪨 #00024aa8
\U0003206f #0003206f
\U00013af0 #00013af0
즽 #0000c9bd
\U0003b159 #0003b159
䝯 #0000476f
🪀 #0001fa80
巚 #00005dda
惰 #000060f0
𨳌 #00028ccc
\U00039534 #00039534
𪮜 #0002ab9c
𡪐 #00021a90
\U00019812 #00019812
胕 #000080d5
𩷒 #00029dd2
\U00038dd5 #00038dd5
𮧚 #0002e9da
\U00037e8b #00037e8b
简 #00007b80
\U00013e6e #00013e6e
鋍 #000092cd
\U0003edf4 #0003edf4
\U0003e023 #0003e023
𘗝 #000185dd
㻥 #00003ee5
\U00036bb7 #00036bb7
\U0001368d #0001368d
\U0001fe1f #0001fe1f
用 #00007528
暴 #000066b4
턺 #0000d13a
𭇗 #0002d1d7
\U0001922b #0001922b
뤡 #0000b921
𰑌 #0003044c
\U000161ac #000161ac
𥛘 #000256d8
\U000140de #000140de
𫒋 #0002b48b
\U000149f5 #000149f5
\U0003ab54 #0003ab54
쌜 #0000c31c
报 #000062a5
\U0003c057 #0003c057
𥸟 #00025e1f
\uf188 #0000f188
\U00015a90 #00015a90
唑 #00005511
𨹯 #00028e6f
棧 #000068e7
𫅔 #0002b154
\U0003eba7 #0003eba7
𗶛 #00017d9b
⍑ #00002351
\U0003d775 #0003d775
𗀶 #00017036
𨂶 #000280b6
𩋹 #000292f9
\U00015d6b #00015d6b
ᆩ #000011a9
载 #00008f7d
\U00038c22 #00038c22
错 #00009519
宒 #00005b92
𬭿 #0002cb7f
\U0001938c #0001938c
𡛧 #000216e7
\U0003c08a #0003c08a
劳 #0002f992
𦩄 #00026a44
\U0001ef33 #0001ef33
䭍 #00004b4d
メ #000030e1
\U0002fd4f #0002fd4f
𓋟 #000132df
\U00031eab #00031eab
\U00019e65 #00019e65
യ #00000d2f
牁 #00007241
像 #0002f80b
鷯 #00009def
\U0001be3e #0001be3e
\U000199f4 #000199f4
Ｖ #0000ff36
眆 #00007706
\U000337f1 #000337f1
𬰦 #0002cc26
𓄀 #00013100
劳 #000052b3
\U000134ac #000134ac
맛 #0000b9db
𰢾 #000308be
ꘃ #0000a603
𡂦 #000210a6
ﳏ #0000fccf
\ue2db #0000e2db
𥴱 #00025d31
\U00033dc6 #00033dc6
𢁯 #0002206f
\U00031993 #00031993
\U0003fa15 #0003fa15
\U00034bbb #00034bbb
\ue412 #0000e412
瓂 #000074c2
\U0003fd73 #0003fd73
\U000153d6 #000153d6
\U00034f82 #00034f82
𐡑 #00010851
𮝮 #0002e76e
根 #00006839
\U0003b86e #0003b86e
茲 #00008332
\U000338d2 #000338d2
𩦵 #000299b5
忈 #00005fc8
\U000192b0 #000192b0
\ue8b1 #0000e8b1
𥔚 #0002551a
\U00031862 #00031862
搢 #0002f8bf
\U0002f15c #0002f15c
赭 #00008d6d
𨍗 #00028357
述 #00008ff0
㭛 #00003b5b
底 #00005e95
嘴 #00005634
ꎲ #0000a3b2
𥮅 #00025b85
\U00015941 #00015941
\U00038d5e #00038d5e
ꀧ #0000a027
𰙒 #00030652
鞐 #00009790
𩝨 #00029768
𱉑 #00031251
㏐ #000033d0
𣟽 #000237fd
\U00032406 #00032406
\U000323bf #000323bf
\U00039276 #00039276
𱈨 #00031228
𥣉 #000258c9
\U0002effc #0002effc
폣 #0000d3e3
𰵟 #00030d5f
㿣 #00003fe3
𪊚 #0002a29a
횗 #0000d697
𬰎 #0002cc0e
𫾡 #0002bfa1
\U00033c41 #00033c41
\U0003474c #0003474c
\uecbf #0000ecbf
\U00038186 #00038186
\U0003d1bb #0003d1bb
𡿇 #00021fc7
𬢩 #0002c8a9
末 #0000672b
𬰟 #0002cc1f
\U0001edd5 #0001edd5
𬠳 #0002c833
\U0003bece #0003bece
\U0003834d #0003834d
얉 #0000c589
ᅑ #00001151
쀥 #0000c025
\U0001f1c1 #0001f1c1
\U00033281 #00033281
틏 #0000d2cf
🅶 #0001f176
걱 #0000ac71
𧓈 #000274c8
\U0003a400 #0003a400
皔 #00007694
屰 #00005c70
𗢭 #000178ad
\U0003574d #0003574d
揰 #000063f0
蒰 #000084b0
\U000398b6 #000398b6
𩢟 #0002989f
𪳍 #0002accd
𘡏 #0001884f
럧 #0000b7e7
媈 #00005a88
\U000384b9 #000384b9
\U0003e73c #0003e73c
𐙽 #0001067d
줄 #0000c904
\U0003fb0e #0003fb0e
ꇘ #0000a1d8
𬁩 #0002c069
𰢊 #0003088a
𝞨 #0001d7a8
\U0002ebea #0002ebea
𤗓 #000245d3
걄 #0000ac44
𬖾 #0002c5be
繭 #00007e6d
卻 #0000537b
\U0001c97c #0001c97c
\U0002f3df #0002f3df
\U0001cbba #0001cbba
\U000161a1 #000161a1
풊 #0000d48a
𧗣 #000275e3
\U0003242e #0003242e
\U00038cb7 #00038cb7
\U0003d17c #0003d17c
秀 #000079c0
𘏅 #000183c5
\uf88d #0000f88d
𪓻 #0002a4fb
𦄾 #0002613e
𰜠 #00030720
𬼠 #0002cf20
𱋘 #000312d8
㼅 #00003f05
\U00032ae4 #00032ae4
鄝 #0000911d
ῇ #00001fc7
넒 #0000b112
銓 #00009293
\U0003149f #0003149f
\U0003d466 #0003d466
\U0003e636 #0003e636
𦺯 #00026eaf
\U00018f93 #00018f93
\U0001564d #0001564d
휷 #0000d737
𦱛 #00026c5b
修 #00004fee
\uf047 #0000f047
땴 #0000b574
救 #00006551
丽 #00004e3d
\U0003a6c3 #0003a6c3
⇡ #000021e1
賞 #00008cde
\U00036d55 #00036d55
\U0001e6cd #0001e6cd
𣾼 #00023fbc
𘰍 #00018c0d
𔒵 #000144b5
\U0003445b #0003445b
溋 #00006e8b
𮐢 #0002e422
\U00032972 #00032972
\U000161d7 #000161d7
쏭 #0000c3ed
𥱆 #00025c46
\U0001b876 #0001b876
垁 #00005781
\U0003ba2d #0003ba2d
ⷃ #00002dc3
\U0001b60f #0001b60f
䍭 #0000436d
秨 #000079e8
𩯴 #00029bf4
\ue1de #0000e1de
𩒰 #000294b0
𧡕 #00027855
រ #0000179a
蛪 #000086ea
왚 #0000c65a
\U0003337d #0003337d
눗 #0000b217
\U0002ef7b #0002ef7b
𦧊 #000269ca
𩃒 #000290d2
𣋗 #000232d7
𘲷 #00018cb7
\U0002f2f3 #0002f2f3
\U0003ae6b #0003ae6b
𥹤 #00025e64
\U0003cdaf #0003cdaf
炚 #0000709a
\U000363f7 #000363f7
𣹨 #00023e68
𗭋 #00017b4b
兜 #0000515c
\U00013691 #00013691
\U00039289 #00039289
𑂸 #000110b8
ﳅ #0000fcc5
𐬾 #00010b3e
𧡰 #00027870
𰿫 #00030feb
𭔲 #0002d532
\U00036d80 #00036d80
䯃 #00004bc3
𪼡 #0002af21
\U0002ff8c #0002ff8c
\U00033b39 #00033b39
\u1ac1 #00001ac1
\U0003335c #0003335c
\U0003fed7 #0003fed7
\U00019c85 #00019c85
𰋴 #000302f4
⃒ #000020d2
\U0003b162 #0003b162
\U00034800 #00034800
\U0003b403 #0003b403
𬮁 #0002cb81
鄃 #00009103
\U000366db #000366db
🄮 #0001f12e
\U00039165 #00039165
𰮩 #00030ba9
\U0001ed6d #0001ed6d
\U000320a6 #000320a6
𫗮 #0002b5ee
𦈦 #00026226
\U0003ec16 #0003ec16
🕁 #0001f541
\U00036fb6 #00036fb6
\U0003715b #0003715b
𰂒 #00030092
\U00014a0f #00014a0f
🆏 #0001f18f
鄊 #0000910a
溃 #00006e83
𦊨 #000262a8
\U0001ef87 #0001ef87
\U000150f9 #000150f9
\U00016bec #00016bec
\U00038f88 #00038f88
\U00038540 #00038540
\U00014f09 #00014f09
𧰒 #00027c12
쀨 #0000c028
븏 #0000be0f
\ued1c #0000ed1c
読 #00008aad
\U0003cdc8 #0003cdc8
ጳ #00001333
𫫷 #0002baf7
\U00013ddd #00013ddd
𭚂 #0002d682
\uec5d #0000ec5d
シ #000030b7
𓌿 #0001333f
𭫧 #0002dae7
𦊑 #00026291
\U0001fe47 #0001fe47
\U0001a1a1 #0001a1a1
𑘫 #0001162b
𩿃 #00029fc3
\U000366aa #000366aa
\U0003d488 #0003d488
委 #000059d4
儫 #0000512b
ꉑ #0000a251
𓆍 #0001318d
𞡌 #0001e84c
绦 #00007ee6
\U0001db95 #0001db95
\U00014d7a #00014d7a
饦 #00009966
唘 #00005518
𭇸 #0002d1f8
\U0003f5fd #0003f5fd
𨞍 #0002878d
𠰻 #00020c3b
𗶝 #00017d9d
\U0003acb8 #0003acb8
\U000316b5 #000316b5
\U0003223e #0003223e
𨫍 #00028acd
\U000364b0 #000364b0
𰶟 #00030d9f
犩 #000072a9
噔 #00005654
\U00037986 #00037986
𛲟 #0001bc9f
\U0003f228 #0003f228
㇘ #000031d8
𨢉 #00028889
簐 #00007c10
璺 #000074ba
\U00035da2 #00035da2
\U0001553f #0001553f
🙱 #0001f671
\U0003b8a2 #0003b8a2
붊 #0000bd8a
伊 #00004f0a
\U0003c40c #0003c40c
y #00000079
ސ #00000790
\U0003d2fb #0003d2fb
𮏃 #0002e3c3
朿 #0000673f
\U00013f33 #00013f33
\U00033fcf #00033fcf
癐 #00007650
𞲗 #0001ec97
𰑎 #0003044e
𦜇 #00026707
ႍ #0000108d
\U000334a9 #000334a9
\U00035504 #00035504
𢏅 #000223c5
𫠮 #0002b82e
\U00036e1c #00036e1c
\U0001c441 #0001c441
\U0001bac1 #0001bac1
𛉺 #0001b27a
\U0003304f #0003304f
闷 #000095f7
囚 #000056da
\U0002ec56 #0002ec56
͉ #00000349
\U000372b0 #000372b0
\U00013956 #00013956
죜 #0000c8dc
\U0003a99a #0003a99a
\U0003c9cc #0003c9cc
\U000128de #000128de
ꠖ #0000a816
𠝷 #00020777
\U0003c483 #0003c483
큢 #0000d062
) #00000029
𬍜 #0002c35c
𫊲 #0002b2b2
跳 #00008df3
\U0003a424 #0003a424
𬫪 #0002caea
𬟹 #0002c7f9
\U000315b9 #000315b9
\U000374a6 #000374a6
𗕱 #00017571
𬅇 #0002c147
梯 #000068af
\uec10 #0000ec10
\U000159ff #000159ff
ˇ #000002c7
檪 #00006aaa
\U00014b60 #00014b60
\U00016705 #00016705
\U00015836 #00015836
\U0003a326 #0003a326
𰕞 #0003055e
鋬 #000092ec
𦭸 #00026b78
\U00033e77 #00033e77
\U0001eb1c #0001eb1c
\U0003e036 #0003e036
𢣒 #000228d2
৫ #000009eb
\U0003559d #0003559d
𤿦 #00024fe6
𬹰 #0002ce70
𡔋 #0002150b
\U0003cdeb #0003cdeb
\U0003e141 #0003e141
𧅊 #0002714a
\U00033271 #00033271
𠋛 #000202db
\U0001906d #0001906d
憸 #000061b8
\U0003ada6 #0003ada6
\U0001f1ca #0001f1ca
\U0001e606 #0001e606
\U0003f208 #0003f208
ଫ #00000b2b
\U0003da62 #0003da62
𠻼 #00020efc
\U00037b34 #00037b34
㚀 #00003680
佶 #00004f76
\U0001a0d1 #0001a0d1
\U0003c7bd #0003c7bd
\U00015f6c #00015f6c
\U0003d807 #0003d807
⠢ #00002822
\U0001cb93 #0001cb93
鼗 #00009f17
\U0002f690 #0002f690
\U0001be80 #0001be80
㝊 #0000374a
𦿧 #00026fe7
\U0001b93b #0001b93b
銷 #000092b7
\U0001e2a6 #0001e2a6
\U000353b2 #000353b2
\U00039c35 #00039c35
\U0003b5a6 #0003b5a6
\U0002fd08 #0002fd08
\U000331e6 #000331e6
𣎮 #000233ae
𰕵 #00030575
볖 #0000bcd6
\ueb33 #0000eb33
𘯣 #00018be3
𔒇 #00014487
\uf2ed #0000f2ed
\U0003d884 #0003d884
\U00033e84 #00033e84
世 #00004e16
𣿷 #00023ff7
\U000158fc #000158fc
똱 #0000b631
\U0003937e #0003937e
\U00036f97 #00036f97
\U000320a7 #000320a7
손 #0000c190
\U0003e52d #0003e52d
🎣 #0001f3a3
氬 #00006c2c
\U0003332d #0003332d
\U0001c6c3 #0001c6c3
뼆 #0000bf06
𪰹 #0002ac39
𪎦 #0002a3a6
𒋣 #000122e3
𧟻 #000277fb
𫋲 #0002b2f2
\U0003cb1d #0003cb1d
\U00033610 #00033610
\U00039c85 #00039c85
𥡠 #00025860
\U00034e53 #00034e53
\U0001104f #0001104f
𛋻 #0001b2fb
\U00038869 #00038869
𮒢 #0002e4a2
ị #00001ecb
𐃰 #000100f0
\U0001dce1 #0001dce1
ス #000030b9
\U000332b9 #000332b9
韧 #000097e7
\U0003b9f9 #0003b9f9
𧭼 #00027b7c
𭯦 #0002dbe6
ꍏ #0000a34f
㱣 #00003c63
\U00035f67 #00035f67
\U00037aba #00037aba
𐌂 #00010302
ԗ #00000517
㚜 #0000369c
\U00033556 #00033556
릝 #0000b99d
\U00036d0d #00036d0d
𩳊 #00029cca
緳 #00007df3
兀 #0000fa0c
㾡 #00003fa1
食 #000098df
\U000141b3 #000141b3
讀 #00008b80
𥽍 #00025f4d
𡸕 #00021e15
व #00000935
뻸 #0000bef8
\U00015207 #00015207
\U00019ca6 #00019ca6
\U0002f0b6 #0002f0b6
坹 #00005779
\U0003a817 #0003a817
\U00011dab #00011dab
皯 #000076af
𥆾 #000251be
ꐎ #0000a40e
\U0001a69f #0001a69f
\U00036c03 #00036c03
\uebe7 #0000ebe7
\U00035535 #00035535
𭂹 #0002d0b9
\U0003b25c #0003b25c
Ꝯ #0000a76e
䆙 #00004199
\U00014c80 #00014c80
𬼼 #0002cf3c
𦎚 #0002639a
\U00032f98 #00032f98
\U00032367 #00032367
\U0003e3e1 #0003e3e1
ꚲ #0000a6b2
们 #00004eec
干 #00005e72
눔 #0000b214
\U00036228 #00036228
员 #00005458
𨃂 #000280c2
\U0003cf35 #0003cf35
𦮜 #00026b9c
㗡 #000035e1
𢍲 #00022372
\U0003ea02 #0003ea02
\U00031b7d #00031b7d
\U0003d11e #0003d11e
\U0003a2ff #0003a2ff
\U0003ccf9 #0003ccf9
𪯫 #0002abeb
\U0003e7db #0003e7db
\U0001183f #0001183f
𩭲 #00029b72
\U00039718 #00039718
\U000322ef #000322ef
\U00038f7f #00038f7f
芀 #00008280
𰌩 #00030329
\U00036d91 #00036d91
\U00031949 #00031949
\U0003e242 #0003e242
𑿒 #00011fd2
\U000114f0 #000114f0
\U0002f5b0 #0002f5b0
\U00019fc2 #00019fc2
芭 #000082ad
𭥋 #0002d94b
夭 #0000592d
\U0001c566 #0001c566
\U00032c7e #00032c7e
𱌤 #00031324
𝠭 #0001d82d
\U00035231 #00035231
\U0003f6c9 #0003f6c9
𭪖 #0002da96
֞ #0000059e
𤖗 #00024597
\U00032edd #00032edd
\U0001a9da #0001a9da
\U0001c761 #0001c761
曬 #000066ec
𰐬 #0003042c
𤸧 #00024e27
\U00013ba5 #00013ba5
ꊋ #0000a28b
\U00033132 #00033132
𝡡 #0001d861
\U00039a1d #00039a1d
𒎗 #00012397
\uec73 #0000ec73
\U0003ead5 #0003ead5
0 #00000030
\U00034cdc #00034cdc
𪰪 #0002ac2a
없 #0000c5c6
\U0003c067 #0003c067
\U000158ea #000158ea
\U0002f553 #0002f553
𮋪 #0002e2ea
\U00013c2e #00013c2e
𭷼 #0002ddfc
𧙸 #00027678
Ꚙ #0000a698
