𮬔 #0002eb14
\U00033167 #00033167
\U00039eb3 #00039eb3
𗣽 #000178fd
돉 #0000b3c9
芰 #000082b0
\U00016b5a #00016b5a
𢱜 #00022c5c
齮 #00009f6e
\U0003f3e1 #0003f3e1
𞥘 #0001e958
긖 #0000ae16
𠈩 #00020229
\U00037adf #00037adf
\U0001c42c #0001c42c
𑛃 #000116c3
\U00037223 #00037223
\U00039050 #00039050
\U0003ff21 #0003ff21
𮄪 #0002e12a
\U0003b750 #0003b750
\U0001e1cc #0001e1cc
\U00018d9d #00018d9d
𦘤 #00026624
\uf113 #0000f113
𣉐 #00023250
\U0003cdc5 #0003cdc5
⦞ #0000299e
뾍 #0000bf8d
\U0003be0d #0003be0d
\U000113c8 #000113c8
\U0003b90d #0003b90d
\U0003ed4a #0003ed4a
𬽀 #0002cf40
𑖅 #00011585
𫽄 #0002bf44
𥮙 #00025b99
𩪠 #00029aa0
Â #000000c2
譮 #00008b6e
𡩚 #00021a5a
\U0003d847 #0003d847
\U000127d1 #000127d1
眠 #00007720
\U0001b467 #0001b467
\U0001eac9 #0001eac9
丝 #00004e1d
쥋 #0000c94b
𣌺 #0002333a
\U0001405a #0001405a
\U0002f209 #0002f209
鼠 #00009f20
\U0001d292 #0001d292
\u1cc8 #00001cc8
\U00013e22 #00013e22
𠼼 #00020f3c
\U00034e3a #00034e3a
\U0003bfb1 #0003bfb1
\U00032ac9 #00032ac9
𥈭 #0002522d
𖥚 #0001695a
ળ #00000ab3
\U0003ba5c #0003ba5c
\U0003df39 #0003df39
𥤍 #0002590d
𩑈 #00029448
𰉩 #00030269
\U0003914a #0003914a
\U00035d50 #00035d50
\U00037d2b #00037d2b
\U00037d96 #00037d96
\U0001c721 #0001c721
« #000000ab
\ue483 #0000e483
\U0001aa14 #0001aa14
깫 #0000ae6b
诊 #00008bca
껸 #0000aef8
\U0001e5d6 #0001e5d6
\U0002fcfb #0002fcfb
\U0001de19 #0001de19
\U0001516f #0001516f
\U00037e21 #00037e21
脗 #00008117
\x9b #0000009b
𫁞 #0002b05e
\u2e7c #00002e7c
睂 #00007742
𑤖 #00011916
\uf11b #0000f11b
𭴰 #0002dd30
\U0003f7d1 #0003f7d1
쳚 #0000ccda
엎 #0000c5ce
䷡ #00004de1
𩕿 #0002957f
𗭛 #00017b5b
\uf7f7 #0000f7f7
𰢳 #000308b3
寻 #00005bfb
\U0003afc3 #0003afc3
㺍 #00003e8d
튗 #0000d297
𩞰 #000297b0
\U00034376 #00034376
\U000155d3 #000155d3
\U0002f088 #0002f088
\U0003dc15 #0003dc15
\U00038b66 #00038b66
☞ #0000261e
\U0003e235 #0003e235
\U00037f75 #00037f75
𨊼 #000282bc
ﯲ #0000fbf2
\U0003f66b #0003f66b
𪕝 #0002a55d
\U0002f2fc #0002f2fc
\U00013a72 #00013a72
𨈪 #0002822a
\U000387b2 #000387b2
𫹫 #0002be6b
𝋬 #0001d2ec
𒈝 #0001221d
\U0003d2fe #0003d2fe
郙 #000090d9
絮 #00007d6e
𒋉 #000122c9
𐽇 #00010f47
꿹 #0000aff9
𠀢 #00020022
먵 #0000ba35
𮛼 #0002e6fc
\U0001b50a #0001b50a
𩷬 #00029dec
㏈ #000033c8
𧪴 #00027ab4
𥾰 #00025fb0
\U0003b37e #0003b37e
鞜 #0000979c
\U0001527e #0001527e
躈 #00008e88
\U00012c61 #00012c61
㊺ #000032ba
\U00014b81 #00014b81
𧦻 #000279bb
𪶆 #0002ad86
\ue71b #0000e71b
\U0003a85c #0003a85c
\U00033ef2 #00033ef2
\U0003f60b #0003f60b
𗅡 #00017161
\U00036648 #00036648
\uf138 #0000f138
仆 #00004ec6
复 #0000590d
𰐻 #0003043b
个 #00004e2a
蓛 #000084db
🗘 #0001f5d8
呆 #00005446
𒆾 #000121be
玘 #00007398
\U0003d7b3 #0003d7b3
哶 #0002f841
\U0001e772 #0001e772
𥦸 #000259b8
흼 #0000d77c
ᵋ #00001d4b
\uefea #0000efea
\U0001ef93 #0001ef93
\U00034886 #00034886
\U00012850 #00012850
肳 #000080b3
\U0003badb #0003badb
𪕕 #0002a555
𑚋 #0001168b
\U00019cab #00019cab
𩫠 #00029ae0
𠙂 #00020642
\U0003c6d6 #0003c6d6
褊 #0000890a
𥐧 #00025427
收 #00006536
𘗟 #000185df
Š #00000160
\U00037a57 #00037a57
𭕳 #0002d573
𡒔 #00021494
\U0001656c #0001656c
\U00015108 #00015108
⵰ #00002d70
𰩬 #00030a6c
𩛰 #000296f0
汬 #00006c6c
\U00035547 #00035547
\U0001d178 #0001d178
\U0001bffe #0001bffe
\U0003877d #0003877d
\U0003d61c #0003d61c
턱 #0000d131
𪞪 #0002a7aa
𢄤 #00022124
? #0000003f
\U00033004 #00033004
\U0001a94e #0001a94e
\U00032133 #00032133
𗛁 #000176c1
\U0001a61c #0001a61c
\U00035481 #00035481
\U0001c993 #0001c993
\U00016ab7 #00016ab7
𰗻 #000305fb
䜪 #0000472a
\U00036a9a #00036a9a
\U00013f0b #00013f0b
𱂈 #00031088
\U00013fa1 #00013fa1
𦍃 #00026343
\U0001c980 #0001c980
몮 #0000baae
攎 #0000650e
𠮗 #00020b97
휟 #0000d71f
\U00039394 #00039394
謒 #00008b12
\U00012697 #00012697
𝃇 #0001d0c7
ᰓ #00001c13
䋓 #000042d3
\U0001378e #0001378e
𢫳 #00022af3
\U00015b61 #00015b61
\U0003f0e1 #0003f0e1
ﾡ #0000ffa1
\U000125aa #000125aa
\U0001ba4a #0001ba4a
𩫁 #00029ac1
ꙃ #0000a643
ꚨ #0000a6a8
匷 #00005337
ꊀ #0000a280
𥈿 #0002523f
م #00000645
\U00011550 #00011550
𧪹 #00027ab9
\U00036e84 #00036e84
𥸤 #00025e24
\U00039ac0 #00039ac0
\u0c3c #00000c3c
\U000167e1 #000167e1
𥛮 #000256ee
\U00038f15 #00038f15
൞ #00000d5e
还 #00008fd8
\U0002fe35 #0002fe35
𨿚 #00028fda
𫒗 #0002b497
𬔛 #0002c51b
\U000164bf #000164bf
㪸 #00003ab8
\U000365ed #000365ed
䇥 #000041e5
\U000339e9 #000339e9
\U0003863b #0003863b
\U00038545 #00038545
\U0003977d #0003977d
𧗜 #000275dc
𠜎 #0002070e
𔐈 #00014408
\U0002ed53 #0002ed53
䃳 #000040f3
𒅧 #00012167
獰 #00007370
𨡧 #00028867
� #0000fffd
昲 #00006632
㜙 #00003719
\U00031bad #00031bad
\U0003bb61 #0003bb61
\U0003a8df #0003a8df
\U000315a1 #000315a1
\U0001388f #0001388f
𮥇 #0002e947
𰄓 #00030113
\U0003c98b #0003c98b
ᆴ #000011b4
\U0003bed4 #0003bed4
𬳀 #0002ccc0
Ⴍ #000010ad
\U00014240 #00014240
\U00013e91 #00013e91
휽 #0000d73d
\U00039fde #00039fde
𢒙 #00022499
\U0001f8f5 #0001f8f5
\U0001ce72 #0001ce72
囿 #000056ff
\U000380f1 #000380f1
𪼬 #0002af2c
ؤ #00000624
莪 #000083aa
\U00015212 #00015212
指 #00006307
ૻ #00000afb
因 #000056e0
𠧌 #000209cc
\U0003bb50 #0003bb50
\U00035012 #00035012
𠾡 #00020fa1
𨆔 #00028194
糖 #0000fa03
𖹀 #00016e40
𧎓 #00027393
\U00033918 #00033918
𫣼 #0002b8fc
𢸴 #00022e34
\U0003e7f1 #0003e7f1
顧 #00009867
𩽺 #00029f7a
슄 #0000c284
꾛 #0000af9b
𓆪 #000131aa
\ue034 #0000e034
𣓴 #000234f4
\U0003d694 #0003d694
𪠍 #0002a80d
\U0003a6e0 #0003a6e0
س #00000633
㿥 #00003fe5
\U0001678c #0001678c
\U0001b4bc #0001b4bc
𘰪 #00018c2a
䦡 #000049a1
𤗔 #000245d4
\U0001d29c #0001d29c
ߑ #000007d1
\ue400 #0000e400
𰭅 #00030b45
\U00034e67 #00034e67
\U000102d7 #000102d7
𭎣 #0002d3a3
䆮 #000041ae
⪿ #00002abf
🖉 #0001f589
倹 #00005039
🧦 #0001f9e6
\U00015879 #00015879
\ua63f #0000a63f
殇 #00006b87
\U000327ff #000327ff
𫲡 #0002bca1
\U0003b0ec #0003b0ec
\uf6d4 #0000f6d4
处 #00005904
\U0002fbdf #0002fbdf
\U0003da94 #0003da94
\U00010b37 #00010b37
뿌 #0000bfcc
\U00039993 #00039993
𮝯 #0002e76f
\U0003a079 #0003a079
\U00016a3b #00016a3b
𐔥 #00010525
𖨛 #00016a1b
𧝹 #00027779
\uf559 #0000f559
\U0001cde9 #0001cde9
𥵭 #00025d6d
" #00000022
避 #0000907f
\U0001ba67 #0001ba67
\U00015fd8 #00015fd8
𧀫 #0002702b
𭅞 #0002d15e
῟ #00001fdf
\U000192e8 #000192e8
\U0001a306 #0001a306
\U00036a3a #00036a3a
\U0002f288 #0002f288
ᓗ #000014d7
𩘜 #0002961c
𣧯 #000239ef
\U00012a5e #00012a5e
🀐 #0001f010
\U0001dfd8 #0001dfd8
\U000344bf #000344bf
𗥺 #0001797a
𥯽 #00025bfd
\U00011518 #00011518
𑶋 #00011d8b
\U00013a5d #00013a5d
\U0003a3a2 #0003a3a2
\U000349c4 #000349c4
龯 #00009faf
𣣉 #000238c9
\U000117c2 #000117c2
𡗆 #000215c6
\U0003dada #0003dada
𓁦 #00013066
\U00012617 #00012617
𩩘 #00029a58
訸 #00008a38
隧 #000096a7
𘱰 #00018c70
\U0003e025 #0003e025
𗊉 #00017289
\U0001ca51 #0001ca51
河 #00006cb3
\U0003f463 #0003f463
\U0001c690 #0001c690
∊ #0000220a
签 #00007b7e
広 #00005e83
𩃦 #000290e6
𩛘 #000296d8
𘎄 #00018384
\U0003e6f4 #0003e6f4
\U0001634f #0001634f
鑅 #00009445
滩 #00006ee9
啱 #00005571
\U0001f267 #0001f267
𓇯 #000131ef
𨖨 #000285a8
𝥣 #0001d963
\U0001aab0 #0001aab0
𡑚 #0002145a
䥏 #0000494f
𣶢 #00023da2
\U00013a1b #00013a1b
\U00034ca3 #00034ca3
\U0001fd8c #0001fd8c
\U0001ecdf #0001ecdf
\U0002a6ec #0002a6ec
\U0003c479 #0003c479
ᚒ #00001692
远 #00008fdc
𰣳 #000308f3
\U0003518a #0003518a
\U00032e90 #00032e90
\U0003fe26 #0003fe26
迥 #00008fe5
\U0001bdf9 #0001bdf9
𤨟 #00024a1f
\U00033b3e #00033b3e
筥 #00007b65
🥖 #0001f956
𨹹 #00028e79
\U00016ce0 #00016ce0
𘔡 #00018521
➖ #00002796
𣐥 #00023425
킃 #0000d083
\U0003fad4 #0003fad4
𗋗 #000172d7
㼾 #00003f3e
𢖣 #000225a3
⛙ #000026d9
𓌣 #00013323
\U0003ddf1 #0003ddf1
\ue17d #0000e17d
𫌐 #0002b310
\U000383c4 #000383c4
\U00032522 #00032522
𦦾 #000269be
\U00014f31 #00014f31
겕 #0000ac95
ﺃ #0000fe83
\U0001feb0 #0001feb0
Ọ #00001ecc
땅 #0000b545
\U0001a1d4 #0001a1d4
𨞙 #00028799
𧪾 #00027abe
㣖 #000038d6
\U00036a43 #00036a43
\U00033abc #00033abc
𬳋 #0002cccb
\U0003500c #0003500c
\U0001bf23 #0001bf23
\U0003f67f #0003f67f
瓱 #000074f1
즽 #0000c9bd
𰯉 #00030bc9
\U0003e4e8 #0003e4e8
\U0001bdf1 #0001bdf1
蚳 #000086b3
惰 #000060f0
𤑻 #0002447b
\U0001bcb9 #0001bcb9
𢭐 #00022b50
𣚣 #000236a3
\U0003673b #0003673b
𗂚 #0001709a
\U000354d0 #000354d0
\U0003a54e #0003a54e
\U000380f3 #000380f3
\U00038dd5 #00038dd5
่ #00000e48
𑇛 #000111db
简 #00007b80
𬚼 #0002c6bc
\U00013e6e #00013e6e
퓌 #0000d4cc
𬃁 #0002c0c1
茰 #00008330
\U0001c659 #0001c659
䩇 #00004a47
𢕼 #0002257c
\U0003ad23 #0003ad23
𥜄 #00025704
用 #00007528
\U0003bf06 #0003bf06
𩄾 #0002913e
暴 #000066b4
\U000123ec #000123ec
\U0001922b #0001922b
\U0003e0c8 #0003e0c8
쬪 #0000cb2a
\ue356 #0000e356
嵢 #00005d62
\ue6f3 #0000e6f3
\ua9da #0000a9da
𦱄 #00026c44
\U00019c4f #00019c4f
\U0003d809 #0003d809
\u0b11 #00000b11
𪛆 #0002a6c6
\U00035799 #00035799
\U0001c50f #0001c50f
\U0001f27a #0001f27a
똽 #0000b63d
𭝜 #0002d75c
\U0003ab54 #0003ab54
𛈀 #0001b200
\U0003aff9 #0003aff9
报 #000062a5
\U0003c0ac #0003c0ac
\U00015a90 #00015a90
𢜑 #00022711
왗 #0000c657
\U0003997f #0003997f
\U0001e0ff #0001e0ff
𥮍 #00025b8d
\U00019585 #00019585
𪛘 #0002a6d8
载 #00008f7d
\U00038c22 #00038c22
𥳠 #00025ce0
错 #00009519
𬈔 #0002c214
𰶊 #00030d8a
\U000364fb #000364fb
𢽨 #00022f68
\U00011b29 #00011b29
⊒ #00002292
𘍺 #0001837a
\U00015013 #00015013
\U0003d9bd #0003d9bd
メ #000030e1
\U0001cb90 #0001cb90
怞 #0000601e
Ｖ #0000ff36
𫭻 #0002bb7b
\U0003adbf #0003adbf
洸 #00006d38
\U000146c0 #000146c0
\U0001c249 #0001c249
\U000359fa #000359fa
劳 #000052b3
闤 #000095e4
𠂹 #000200b9
\U0001920f #0001920f
𰂄 #00030084
𪘾 #0002a63e
\U0002eca5 #0002eca5
𬎖 #0002c396
\U00018fbf #00018fbf
𝤯 #0001d92f
\U00034bbb #00034bbb
𥙑 #00025651
\U000374a7 #000374a7
䔺 #0000453a
\U00018f9d #00018f9d
𢀣 #00022023
\U0001b488 #0001b488
根 #00006839
\U0003bc74 #0003bc74
☧ #00002627
\U000327ee #000327ee
\U0003723a #0003723a
\U000338d2 #000338d2
\U000147e8 #000147e8
\U0001c8b7 #0001c8b7
\U00039a22 #00039a22
\ue258 #0000e258
𥔚 #0002551a
\U000384b6 #000384b6
\U0001a4a9 #0001a4a9
\U00031862 #00031862
\U00038ac9 #00038ac9
\U00035da1 #00035da1
\U00016a6c #00016a6c
赭 #00008d6d
\uf767 #0000f767
囌 #000056cc
述 #00008ff0
𨙀 #00028640
\U000154d8 #000154d8
𐍱 #00010371
𝒕 #0001d495
底 #00005e95
嘴 #00005634
\U0002f3d5 #0002f3d5
\U00031bde #00031bde
\U0001ecd7 #0001ecd7
셄 #0000c144
\U0003975c #0003975c
\U00037b4c #00037b4c
\U00033320 #00033320
𧵪 #00027d6a
𡺛 #00021e9b
𰯫 #00030beb
\U00015f74 #00015f74
\U0003474c #0003474c
\U0003d1bb #0003d1bb
㠥 #00003825
\U0003d029 #0003d029
𦃖 #000260d6
\U00038d86 #00038d86
㬝 #00003b1d
廊 #0000f928
𥔞 #0002551e
\U0001fc9a #0001fc9a
ގ #0000078e
𬢩 #0002c8a9
툢 #0000d222
㧐 #000039d0
\U00032952 #00032952
𗳟 #00017cdf
末 #0000672b
\U00014987 #00014987
\U0003f9bd #0003f9bd
𭁻 #0002d07b
\U0001edd5 #0001edd5
싂 #0000c2c2
\U0003f577 #0003f577
\U0001a600 #0001a600
\U000315b5 #000315b5
\U0003339d #0003339d
\U0002f1db #0002f1db
\U0003c208 #0003c208
𫆗 #0002b197
🍊 #0001f34a
\U00013cb9 #00013cb9
𣕐 #00023550
\U00032ac7 #00032ac7
\U000385a4 #000385a4
\U0003a0a3 #0003a0a3
\U0003574d #0003574d
\U000128cd #000128cd
𤂄 #00024084
嗣 #000055e3
\U0002fce5 #0002fce5
\U00015725 #00015725
𪳍 #0002accd
虁 #00008641
𤞦 #000247a6
𮒆 #0002e486
\U00034738 #00034738
勞 #0000f92f
\U0001279e #0001279e
襐 #00008950
\ue505 #0000e505
\ue2a5 #0000e2a5
𧁗 #00027057
\U0001278e #0001278e
\U0003d3ae #0003d3ae
𣔹 #00023539
\U00019800 #00019800
ⰶ #00002c36
秀 #000079c0
৲ #000009f2
𧮹 #00027bb9
\ueba3 #0000eba3
鉹 #00009279
𢧸 #000229f8
跆 #00008dc6
\ue7d8 #0000e7d8
螳 #000087b3
𣚟 #0002369f
𱋘 #000312d8
𘩡 #00018a61
𪛝 #0002a6dd
ﳛ #0000fcdb
𧫡 #00027ae1
≽ #0000227d
𦡆 #00026846
修 #00004fee
\U0003fd68 #0003fd68
㳊 #00003cca
\U000317ff #000317ff
救 #00006551
丽 #00004e3d
颸 #000098b8
\U0001eb81 #0001eb81
\U00012b6a #00012b6a
\U0003ffc9 #0003ffc9
\U0002f318 #0002f318
𪤽 #0002a93d
𦞊 #0002678a
橚 #00006a5a
\U0003e03f #0003e03f
𪘌 #0002a60c
\U0001b74a #0001b74a
츭 #0000ce2d
\U0001c0d7 #0001c0d7
𤚤 #000246a4
\U00019398 #00019398
\U0001b670 #0001b670
\uf409 #0000f409
𬍟 #0002c35f
𞤯 #0001e92f
\U00014266 #00014266
伎 #00004f0e
🞗 #0001f797
엧 #0000c5e7
\U0003a5b1 #0003a5b1
𦟉 #000267c9
𫩣 #0002ba63
\U0003a0b6 #0003a0b6
𔒝 #0001449d
\U00033838 #00033838
\U00038cc7 #00038cc7
𨇶 #000281f6
𥹤 #00025e64
빭 #0000be6d
\U0003cdaf #0003cdaf
ᴳ #00001d33
\U00039289 #00039289
컉 #0000cec9
\U0003b382 #0003b382
Ǖ #000001d5
𝢷 #0001d8b7
𒒄 #00012484
\U00038d92 #00038d92
묄 #0000bb04
眭 #0000772d
\uf666 #0000f666
𨐦 #00028426
𥻸 #00025ef8
𠠤 #00020824
\U0001e3e2 #0001e3e2
煁 #00007141
𥝤 #00025764
\U00038408 #00038408
\U0003d591 #0003d591
𧁶 #00027076
𮘝 #0002e61d
\U0003346d #0003346d
𒂜 #0001209c
ঈ #00000988
𰷾 #00030dfe
𐬞 #00010b1e
⃒ #000020d2
𫵲 #0002bd72
\U0003b3d7 #0003b3d7
턻 #0000d13b
\U0001fcc7 #0001fcc7
\U0003b403 #0003b403
鄃 #00009103
\U0001350a #0001350a
닸 #0000b2f8
𫗮 #0002b5ee
ꗄ #0000a5c4
\U0003ec16 #0003ec16
\U0001afc4 #0001afc4
\uf864 #0000f864
𖢧 #000168a7
𰂒 #00030092
\uf250 #0000f250
\U0003d32a #0003d32a
𭀑 #0002d011
𧋃 #000272c3
溃 #00006e83
𦊨 #000262a8
\U00016bec #00016bec
蠬 #0000882c
\U0003f02a #0003f02a
𮪒 #0002ea92
\U00033445 #00033445
⮆ #00002b86
\uf465 #0000f465
\U00037277 #00037277
雉 #000096c9
\U0003cdc8 #0003cdc8
\U0002f11d #0002f11d
\U00014a78 #00014a78
䦋 #0000498b
꼦 #0000af26
\U00034ed0 #00034ed0
𭭑 #0002db51
𦐾 #0002643e
𫫷 #0002baf7
\U00013ddd #00013ddd
\U0003b32f #0003b32f
\U00012971 #00012971
剺 #0000527a
䶐 #00004d90
ꯘ #0000abd8
\U0003f83d #0003f83d
𰁴 #00030074
シ #000030b7
⣻ #000028fb
𦊑 #00026291
寧 #0002f86f
\U0001e43f #0001e43f
⅗ #00002157
\U0003bac4 #0003bac4
\U0003d488 #0003d488
委 #000059d4
𫚄 #0002b684
㾖 #00003f96
\U00038373 #00038373
\U00037900 #00037900
\U0001998d #0001998d
唘 #00005518
羖 #00007f96
䳊 #00004cca
撙 #00006499
\U000191dd #000191dd
츜 #0000ce1c
\U00012c4c #00012c4c
𨫍 #00028acd
\U00014efe #00014efe
\U0003b0da #0003b0da
\U0003eb9d #0003eb9d
\U00012a75 #00012a75
𧸮 #00027e2e
\U0001ed53 #0001ed53
𗹬 #00017e6c
𘑗 #00018457
\U000365ae #000365ae
簐 #00007c10
\U00034374 #00034374
\U0003fc25 #0003fc25
𤇐 #000241d0
冁 #00005181
𫭁 #0002bb41
𑤍 #0001190d
爫 #0000722b
\U0003a97c #0003a97c
潲 #00006f72
𓍚 #0001335a
伊 #00004f0a
y #00000079
䴜 #00004d1c
\U00015eac #00015eac
᧣ #000019e3
𢏃 #000223c3
\U000389a6 #000389a6
阾 #0000963e
𢧌 #000229cc
\U000334a9 #000334a9
𫾏 #0002bf8f
𪢡 #0002a8a1
\U0002f595 #0002f595
伀 #00004f00
䔠 #00004520
\U00036e1c #00036e1c
\U00012bed #00012bed
𐂳 #000100b3
\U00012bda #00012bda
\U00033720 #00033720
𨊦 #000282a6
囚 #000056da
\U0002fcca #0002fcca
\U00013956 #00013956
≧ #00002267
죜 #0000c8dc
\u10cb #000010cb
𡨲 #00021a32
捻 #0000637b
鑨 #00009468
) #00000029
跳 #00008df3
\U0003b59e #0003b59e
\U000199cd #000199cd
⽂ #00002f42
𭫄 #0002dac4
𠣕 #000208d5
\U000393b7 #000393b7
𰘹 #00030639
𫰻 #0002bc3b
\U00018de0 #00018de0
\U0003bf40 #0003bf40
\uec10 #0000ec10
븦 #0000be26
㕎 #0000354e
倞 #0000501e
\U00011dc1 #00011dc1
𓁖 #00013056
糷 #00007cf7
\uecf3 #0000ecf3
\U0003a564 #0003a564
\U0001a379 #0001a379
\U0003779a #0003779a
鋬 #000092ec
𗜓 #00017713
𰭏 #00030b4f
\U0003166b #0003166b
럭 #0000b7ed
\ue359 #0000e359
\U00019000 #00019000
𬐗 #0002c417
\U0001034d #0001034d
\U000136bb #000136bb
⫝ #00002add
\U0003f3d8 #0003f3d8
\U0001c37b #0001c37b
\U0001e606 #0001e606
𭾽 #0002dfbd
\U00038c71 #00038c71
𡺓 #00021e93
\U0003bd98 #0003bd98
𒄟 #0001211f
\U00018d9a #00018d9a
ଫ #00000b2b
\U0003ada7 #0003ada7
𔑕 #00014455
𞲚 #0001ec9a
突 #0000fa55
\U0003a336 #0003a336
𫓸 #0002b4f8
𪠴 #0002a834
\U000138ee #000138ee
\U000357f8 #000357f8
\U000339f1 #000339f1
鼗 #00009f17
\u0b91 #00000b91
\U000358eb #000358eb
𦋟 #000262df
䨑 #00004a11
\U0001185e #0001185e
𗎖 #00017396
\U00016c80 #00016c80
𪷿 #0002adff
\U0003f000 #0003f000
\U000353b2 #000353b2
\u0e62 #00000e62
𤔦 #00024526
\U00039c35 #00039c35
\U00037731 #00037731
𡅸 #00021178
⿏ #00002fcf
𞋌 #0001e2cc
⯔ #00002bd4
𔒇 #00014487
\U00034996 #00034996
\U0003abce #0003abce
🙾 #0001f67e
𭤫 #0002d92b
世 #00004e16
\U000162ad #000162ad
\U0003722d #0003722d
𤕛 #0002455b
𤕻 #0002457b
\U00036f97 #00036f97
손 #0000c190
\U0003a165 #0003a165
\U00031762 #00031762
\U0003639e #0003639e
𝚞 #0001d69e
𭄓 #0002d113
𧲃 #00027c83
\U00036437 #00036437
\U00036ae0 #00036ae0
跚 #00008dda
\U000343b1 #000343b1
袅 #00008885
𨬏 #00028b0f
𢹒 #00022e52
𔘇 #00014607
\U00012e74 #00012e74
ऌ #0000090c
\U0003b0fd #0003b0fd
ị #00001ecb
𦿔 #00026fd4
\U00032bc8 #00032bc8
\U0003b98e #0003b98e
\U00010e1d #00010e1d
\U0002f50e #0002f50e
ス #000030b9
钿 #000094bf
\U0003a000 #0003a000
𤲯 #00024caf
巄 #00005dc4
\U0001cdc3 #0001cdc3
韧 #000097e7
썓 #0000c353
\U00031b0b #00031b0b
𥪻 #00025abb
\U00036186 #00036186
🔄 #0001f504
𗖛 #0001759b
\uf061 #0000f061
\U0003f5c7 #0003f5c7
𤏇 #000243c7
𤈫 #0002422b
𘪘 #00018a98
𦴯 #00026d2f
\U0001c7a1 #0001c7a1
𧕗 #00027557
預 #00009810
\U000378aa #000378aa
霯 #0000972f
食 #000098df
\U000143ad #000143ad
茦 #00008326
🗦 #0001f5e6
\U0003c282 #0003c282
\U0001cf5c #0001cf5c
𮐦 #0002e426
𝈢 #0001d222
\U0001bb4f #0001bb4f
व #00000935
\U00033ee9 #00033ee9
𩽠 #00029f60
𪰱 #0002ac31
烪 #000070ea
첚 #0000cc9a
𫦝 #0002b99d
𩟔 #000297d4
\U00033c30 #00033c30
烢 #000070e2
\U00016125 #00016125
𠈌 #0002020c
\U000166ae #000166ae
𰸖 #00030e16
\U00038a11 #00038a11
聋 #0000804b
\U0003c6ec #0003c6ec
虺 #0000867a
\U0001dd40 #0001dd40
摴 #00006474
貲 #00008cb2
𤸾 #00024e3e
\uf073 #0000f073
们 #00004eec
干 #00005e72
\U0001c06b #0001c06b
员 #00005458
𧪐 #00027a90
𬧒 #0002c9d2
𠊍 #0002028d
\U0003ea67 #0003ea67
搪 #0000642a
𭓬 #0002d4ec
곷 #0000acf7
ꐅ #0000a405
𦶬 #00026dac
𩯉 #00029bc9
𠔅 #00020505
\U0003e003 #0003e003
\U0001183f #0001183f
𓏀 #000133c0
\U00019e02 #00019e02
\U0001ce2f #0001ce2f
𗌙 #00017319
\U0001bcc3 #0001bcc3
\U00038f7f #00038f7f
\U0003e319 #0003e319
𠪫 #00020aab
\U0003c111 #0003c111
\U0003eb22 #0003eb22
𣛒 #000236d2
\U000163f4 #000163f4
\U00031ff1 #00031ff1
\uf1a0 #0000f1a0
𛉷 #0001b277
\U0002fc76 #0002fc76
芭 #000082ad
𭥋 #0002d94b
夭 #0000592d
\U0001c566 #0001c566
𨣹 #000288f9
𢭮 #00022b6e
芋 #0002f990
𗺋 #00017e8b
\uf120 #0000f120
\U0001e246 #0001e246
\uf090 #0000f090
\U000191e5 #000191e5
ꑍ #0000a44d
̍ #0000030d
𥣳 #000258f3
\U00019acd #00019acd
愇 #00006107
曬 #000066ec
𦝋 #0002674b
𰐬 #0003042c
𐤴 #00010934
㑔 #00003454
\U0001ab27 #0001ab27
\U00038283 #00038283
\U00035248 #00035248
\U0003ead5 #0003ead5
0 #00000030
\U00010bf6 #00010bf6
\U00039820 #00039820
\U00018d21 #00018d21
\U0001de6a #0001de6a
\U0003602f #0003602f
\U00034142 #00034142
\U00037b96 #00037b96
𫡢 #0002b862
𡜗 #00021717
𫰍 #0002bc0d
\U0001df3b #0001df3b
㎤ #000033a4
劊 #0000528a
\U0003fe3c #0003fe3c
\U0003d259 #0003d259
맦 #0000b9e6
𛱊 #0001bc4a
瀑 #00007011
㠵 #00003835
\U0003f136 #0003f136
缘 #00007f18
\U0002ef0b #0002ef0b
毋 #00006bcb
䂀 #00004080
讽 #00008bbd
\U00015b23 #00015b23
ễ #00001ec5
𣸬 #00023e2c
𥔰 #00025530
𮓯 #0002e4ef
\U00035ea7 #00035ea7
涏 #00006d8f
\U0003d35c #0003d35c
\U0003cd5a #0003cd5a
𫠂 #0002b802
\U0001621d #0001621d
꺨 #0000aea8
\U000329b6 #000329b6
\uec3b #0000ec3b
\U00015084 #00015084
\U0001aded #0001aded
\U00031e14 #00031e14
\U000316ba #000316ba
\U000138c6 #000138c6
\U00032b65 #00032b65
ꂩ #0000a0a9
𧣆 #000278c6
ﰶ #0000fc36
\U0003ad01 #0003ad01
譐 #00008b50
\U0001d2c4 #0001d2c4
⚓ #00002693
𡉦 #00021266
韪 #000097ea
𑰤 #00011c24
𭋔 #0002d2d4
䀔 #00004014
\U00019a3a #00019a3a
\U00039c56 #00039c56
\U0003a78e #0003a78e
\U00032710 #00032710
\U0001e7a0 #0001e7a0
𢗧 #000225e7
繑 #00007e51
㔠 #00003520
\U0001c45b #0001c45b
\U0003643a #0003643a
𒑤 #00012464
\U0003c6ce #0003c6ce
\U0003165f #0003165f
\U00039e23 #00039e23
읕 #0000c755
⋮ #000022ee
𡣈 #000218c8
〱 #00003031
𝠻 #0001d83b
𨉘 #00028258
\U000119ed #000119ed
𑂐 #00011090
윀 #0000c700
𥛎 #000256ce
\U0003cc04 #0003cc04
\U00036d54 #00036d54
𫼿 #0002bf3f
𡠄 #00021804
䫖 #00004ad6
\U0003a372 #0003a372
\U0003e252 #0003e252
