届 #00005c4a
园 #000056ed
拉 #0000f925
兰 #00005170
𠇜 #000201dc
\U0003fa78 #0003fa78
\U0001e4a5 #0001e4a5
꣯ #0000a8ef
ス #000030b9
𰢖 #00030896
𰟑 #000307d1
𨡵 #00028875
\U0001bc6e #0001bc6e
\U0003d34f #0003d34f
\U00035fac #00035fac
\U0003f6cb #0003f6cb
\U0003f359 #0003f359
𫪓 #0002ba93
🌪 #0001f32a
\U000341d4 #000341d4
鴼 #00009d3c
\uecef #0000ecef
\U0001c51a #0001c51a
𘍗 #00018357
𩎅 #00029385
⭅ #00002b45
ໟ #00000edf
𰝭 #0003076d
㾿 #00003fbf
\x80 #00000080
𢬱 #00022b31
\U0003871c #0003871c
𓀹 #00013039
\U000139ec #000139ec
𧻸 #00027ef8
\U00011bcd #00011bcd
\U0001fd38 #0001fd38
\U0003bafb #0003bafb
𭐞 #0002d41e
⦓ #00002993
\U000383ea #000383ea
𢚿 #000226bf
춉 #0000cd89
迎 #00008fce
𥠯 #0002582f
𠗧 #000205e7
掅 #00006385
戮 #0000622e
𬂽 #0002c0bd
\U00032505 #00032505
𨱦 #00028c66
\U00038c09 #00038c09
\U0003dc08 #0003dc08
\U00016afa #00016afa
\U0003143b #0003143b
𡚧 #000216a7
𧁻 #0002707b
⛻ #000026fb
𢣏 #000228cf
𪳋 #0002accb
𧈫 #0002722b
\U0001c1d7 #0001c1d7
\U000373b7 #000373b7
\U0002f207 #0002f207
𡵁 #00021d41
𫅘 #0002b158
\U000138ec #000138ec
𡸃 #00021e03
咣 #000054a3
Ὧ #00001f6f
一 #00004e00
𤤰 #00024930
\U000323ee #000323ee
𤿺 #00024ffa
콰 #0000cf70
羧 #00007fa7
\U000337cb #000337cb
注 #00006ce8
\U000357ea #000357ea
𛱅 #0001bc45
\U0003435c #0003435c
\U00015c7a #00015c7a
ớ #00001edb
𫵚 #0002bd5a
\U0003b0b5 #0003b0b5
\U0001c68a #0001c68a
\U00039df8 #00039df8
𗫑 #00017ad1
괰 #0000ad30
\U00031cd8 #00031cd8
\U0003698d #0003698d
㯒 #00003bd2
喷 #000055b7
𭖌 #0002d58c
\U0003a26b #0003a26b
\U0003d391 #0003d391
\U000320db #000320db
𣀴 #00023034
\U0001ea4b #0001ea4b
𢴖 #00022d16
\U0003da1d #0003da1d
\U00019561 #00019561
𩎴 #000293b4
\U00038962 #00038962
\U0001fcda #0001fcda
呆 #00005446
𭷚 #0002ddda
𘡍 #0001884d
軂 #00008ec2
\U00010eaf #00010eaf
\U0003be6b #0003be6b
\U00033917 #00033917
ː #000002d0
ⶶ #00002db6
𰱽 #00030c7d
𩠲 #00029832
𨀊 #0002800a
𘨓 #00018a13
\U0003bfb3 #0003bfb3
\U0001a9fa #0001a9fa
蓊 #000084ca
汏 #00006c4f
𪮳 #0002abb3
𱄐 #00031110
\U00033f0b #00033f0b
𪆿 #0002a1bf
𩣩 #000298e9
ꈬ #0000a22c
\U00011e8b #00011e8b
\U00019ca6 #00019ca6
\U0003307d #0003307d
↔ #00002194
\U000162f3 #000162f3
𗰖 #00017c16
ㅲ #00003172
𩇊 #000291ca
𧁅 #00027045
𧬊 #00027b0a
\U0003c486 #0003c486
ᨓ #00001a13
\U00034786 #00034786
\U000159a3 #000159a3
\U00018fb1 #00018fb1
季 #00005b63
挡 #00006321
𘴃 #00018d03
𘡩 #00018869
𢎏 #0002238f
\uef21 #0000ef21
𘬽 #00018b3d
\U00014390 #00014390
᭰ #00001b70
\U00019ec5 #00019ec5
\U00036ddf #00036ddf
\U0001a925 #0001a925
\U00031487 #00031487
\U000137b6 #000137b6
\U0001c0d2 #0001c0d2
康 #00005eb7
◺ #000025fa
ᛄ #000016c4
ჩ #000010e9
𗬬 #00017b2c
𰂱 #000300b1
𤒜 #0002449c
嬚 #00005b1a
𰛮 #000306ee
𢝧 #00022767
𐆄 #00010184
𥂮 #000250ae
\U0003b636 #0003b636
𠂜 #0002009c
\U0003ead2 #0003ead2
𱌻 #0003133b
\U000315bd #000315bd
\U00018e9d #00018e9d
뮬 #0000bbac
𪋭 #0002a2ed
费 #00008d39
\U000317d6 #000317d6
杨 #00006768
齽 #00009f7d
\U0001534f #0001534f
❼ #0000277c
\U000321ba #000321ba
\U00016c57 #00016c57
𱈫 #0003122b
归 #00005f52
𦼯 #00026f2f
剧 #00005267
痋 #000075cb
𢏄 #000223c4
𦹩 #00026e69
㣟 #000038df
佛 #00004f5b
ᩙ #00001a59
잳 #0000c7b3
\U0001e18b #0001e18b
楶 #00006976
𥽓 #00025f53
\U0003286e #0003286e
ꬷ #0000ab37
돋 #0000b3cb
蟘 #000087d8
\U0001c383 #0001c383
\U00036176 #00036176
乱 #00004e71
𮙝 #0002e65d
娧 #0002f864
𡓑 #000214d1
ꨃ #0000aa03
\U000113e5 #000113e5
锲 #00009532
𩭚 #00029b5a
𐩑 #00010a51
𧻷 #00027ef7
𒋬 #000122ec
\U0003776a #0003776a
\U0003177f #0003177f
\U00019305 #00019305
\U0003c9a1 #0003c9a1
\U0001b7dd #0001b7dd
쑀 #0000c440
\U0003db26 #0003db26
\U00015769 #00015769
쮾 #0000cbbe
\U00016d1d #00016d1d
\U0001157d #0001157d
𑢺 #000118ba
挿 #0000633f
砉 #00007809
\U00019f0d #00019f0d
頰 #00009830
\U0003b4ae #0003b4ae
羜 #00007f9c
࿇ #00000fc7
엣 #0000c5e3
𛲀 #0001bc80
𪜁 #0002a701
﹋ #0000fe4b
\U0003e237 #0003e237
\U0001bf02 #0001bf02
𡓌 #000214cc
氾 #00006c3e
𤈂 #00024202
𩷅 #00029dc5
\U000375b5 #000375b5
\U00033cf5 #00033cf5
𗔁 #00017501
\U00039d15 #00039d15
𩓒 #000294d2
\U00012c17 #00012c17
у #00000443
焬 #0000712c
\U00019e0e #00019e0e
\U00019a63 #00019a63
\U00034b4f #00034b4f
\U00034013 #00034013
\U000340a3 #000340a3
唩 #00005529
念 #0000f9a3
\U00032384 #00032384
𧷍 #00027dcd
ㄞ #0000311e
\U0001cb7b #0001cb7b
\U0001c5c1 #0001c5c1
\U00032038 #00032038
⮍ #00002b8d
\U0003e601 #0003e601
硇 #00007847
兞 #0000515e
𘇧 #000181e7
\U0003670e #0003670e
뼘 #0000bf18
\U0003d464 #0003d464
\uffdf #0000ffdf
㞏 #0000378f
𬚜 #0002c69c
\U0003b668 #0003b668
왘 #0000c658
脂 #00008102
\U0001eec9 #0001eec9
𮖴 #0002e5b4
\U00014689 #00014689
𩳘 #00029cd8
𠆕 #00020195
𭣀 #0002d8c0
느 #0000b290
𧡋 #0002784b
兽 #0000517d
𧫗 #00027ad7
氪 #00006c2a
𗗡 #000175e1
𫩛 #0002ba5b
\u193e #0000193e
𐡘 #00010858
𭼡 #0002df21
\ueada #0000eada
𦏴 #000263f4
𑄾 #0001113e
\U0001dc5f #0001dc5f
\U00011331 #00011331
鋻 #000092fb
\U00018de4 #00018de4
𦩵 #00026a75
\U0003dc8d #0003dc8d
됼 #0000b43c
𣤤 #00023924
뀛 #0000b01b
\U0003accc #0003accc
\U0002f0ac #0002f0ac
𪻝 #0002aedd
𥿏 #00025fcf
𧹏 #00027e4f
靊 #0000974a
𩷤 #00029de4
\U0002f649 #0002f649
醆 #00009186
𧩿 #00027a7f
秀 #000079c0
湾 #00006e7e
焾 #0000713e
𦰬 #00026c2c
𭤹 #0002d939
\U0001e05c #0001e05c
\uf889 #0000f889
菰 #000083f0
𑌊 #0001130a
𰑥 #00030465
𡡘 #00021858
\U0001eba6 #0001eba6
鷾 #00009dfe
𪅆 #0002a146
𗅴 #00017174
\U00036059 #00036059
\U0003c0df #0003c0df
裊 #000088ca
\U000386fe #000386fe
誾 #00008abe
𤩻 #00024a7b
𗴩 #00017d29
原 #0000539f
𬓟 #0002c4df
\U00034949 #00034949
\U00012eb9 #00012eb9
\U0001e970 #0001e970
\U0002fbe7 #0002fbe7
𑘵 #00011635
𤦧 #000249a7
𮔊 #0002e50a
\U00038f87 #00038f87
ḏ #00001e0f
\U0003a5ad #0003a5ad
饿 #0000997f
م #00000645
鍖 #00009356
켂 #0000cf02
𑴒 #00011d12
\U00033fc5 #00033fc5
𢈜 #0002221c
替 #000066ff
\U0001e63c #0001e63c
\U0002f4df #0002f4df
\U00033e3d #00033e3d
𰳆 #00030cc6
溹 #00006eb9
𦣋 #000268cb
命 #0000547d
\U00032dfa #00032dfa
渍 #00006e0d
\U0003f2ce #0003f2ce
ᬔ #00001b14
\U00036848 #00036848
쟍 #0000c7cd
\U00035a48 #00035a48
𫾡 #0002bfa1
ꨟ #0000aa1f
\U0003d108 #0003d108
\U00033be6 #00033be6
褐 #00008910
\U000198c7 #000198c7
\U0001ebab #0001ebab
𝘵 #0001d635
\U0003df69 #0003df69
溅 #00006e85
𭮶 #0002dbb6
𡷝 #00021ddd
🄹 #0001f139
\U0001bb8b #0001bb8b
梑 #00006891
\U0003fbfc #0003fbfc
弇 #00005f07
\U0003242b #0003242b
𩖳 #000295b3
\U0003643f #0003643f
\U0003c283 #0003c283
\U00039166 #00039166
座 #00005ea7
꾊 #0000af8a
𨊌 #0002828c
\uebbc #0000ebbc
\U0003c2fd #0003c2fd
🎝 #0001f39d
\U0001aea9 #0001aea9
🨧 #0001fa27
ⅲ #00002172
𢄮 #0002212e
\U00035234 #00035234
\U0001e68f #0001e68f
𘅰 #00018170
𢱨 #00022c68
寧 #0000f95f
\U000341ba #000341ba
𥙛 #0002565b
ᨨ #00001a28
𮘲 #0002e632
\U0002ee47 #0002ee47
\U0001e152 #0001e152
允 #00005141
\U00039c8b #00039c8b
拱 #000062f1
鑑 #00009451
𭸳 #0002de33
\U0003ad19 #0003ad19
\U0002fd41 #0002fd41
𗸿 #00017e3f
\U0003f2e7 #0003f2e7
\U0003d901 #0003d901
樧 #00006a27
台 #000053f0
\U00033fda #00033fda
\U00014dd1 #00014dd1
\U00032bf5 #00032bf5
\U0003183c #0003183c
女 #00005973
𫜎 #0002b70e
𢊥 #000222a5
\u245e #0000245e
\ue602 #0000e602
䈀 #00004200
됕 #0000b415
\U000398e2 #000398e2
𱀁 #00031001
𣇠 #000231e0
𗜯 #0001772f
𰳛 #00030cdb
㘩 #00003629
𭣲 #0002d8f2
𥁚 #0002505a
𰊡 #000302a1
\U0001aa75 #0001aa75
\U0001ec3b #0001ec3b
通 #0000901a
𩛏 #000296cf
\U0003958d #0003958d
𗆎 #0001718e
\U0003dd24 #0003dd24
𭞊 #0002d78a
𮉧 #0002e267
𩁺 #0002907a
𣝧 #00023767
\U00014dfc #00014dfc
\uf182 #0000f182
𣉕 #00023255
嚤 #000056a4
\U0003757f #0003757f
𓉻 #0001327b
\U0003c354 #0003c354
梅 #0002f8e2
皦 #000076a6
\U00036efa #00036efa
𱊯 #000312af
\U00013d1b #00013d1b
\U00036891 #00036891
踈 #00008e08
王 #0000738b
𧋣 #000272e3
ᩍ #00001a4d
犮 #000072ae
\U000354d2 #000354d2
‚ #0000201a
\U00015ba7 #00015ba7
𥻤 #00025ee4
ힵ #0000d7b5
\uf3a6 #0000f3a6
恏 #0000604f
쮑 #0000cb91
\U00038ffe #00038ffe
\U0001c49d #0001c49d
猜 #0000731c
𨒴 #000284b4
妗 #00005997
ẵ #00001eb5
瓤 #000074e4
𒇾 #000121fe
꿻 #0000affb
\U00011674 #00011674
\U00013ace #00013ace
檲 #00006ab2
𬂶 #0002c0b6
𡮧 #00021ba7
䄟 #0000411f
\U00035bab #00035bab
릮 #0000b9ae
\U00032124 #00032124
\U00035c2b #00035c2b
\U0003d810 #0003d810
\U0003469e #0003469e
𨗍 #000285cd
𢪋 #00022a8b
𖧇 #000169c7
䜫 #0000472b
ȟ #0000021f
冊 #0000518a
䗩 #000045e9
皕 #00007695
薯 #000085af
\U00011f52 #00011f52
缚 #00007f1a
\U000317ab #000317ab
\U0001174f #0001174f
눸 #0000b238
𐺠 #00010ea0
⦹ #000029b9
𤗹 #000245f9
🅓 #0001f153
\U0003a9d9 #0003a9d9
ՠ #00000560
\U0003868c #0003868c
朆 #00006706
𑱔 #00011c54
锖 #00009516
悺 #000060ba
睏 #0000774f
\U00011d9f #00011d9f
位 #00004f4d
𡗚 #000215da
𩫌 #00029acc
\U00037bbd #00037bbd
𩇗 #000291d7
𞴥 #0001ed25
\U0001ea12 #0001ea12
ﻴ #0000fef4
𧀂 #00027002
衸 #00008878
塲 #00005872
\U00037860 #00037860
\U000395b3 #000395b3
\U0003c4b5 #0003c4b5
𦒈 #00026488
닺 #0000b2fa
\U0001a5b8 #0001a5b8
ط #00000637
厵 #000053b5
窑 #00007a91
\U0001afe2 #0001afe2
稡 #00007a21
🕟 #0001f55f
\U0003fd85 #0003fd85
\U00033dcd #00033dcd
\U000389f2 #000389f2
\U00034f1f #00034f1f
\U0003b423 #0003b423
됲 #0000b432
𫧐 #0002b9d0
𬷧 #0002cde7
\U00011b2a #00011b2a
\U0001c422 #0001c422
䤄 #00004904
\U0003a10a #0003a10a
ü #000000fc
\U0003ef72 #0003ef72
𬤴 #0002c934
\U00039ff8 #00039ff8
𘳔 #00018cd4
𡤲 #00021932
稾 #00007a3e
踪 #00008e2a
络 #00007edc
\U000380e6 #000380e6
\U00039e5f #00039e5f
\U00018e80 #00018e80
᎖ #00001396
\U0003aec9 #0003aec9
㿷 #00003ff7
𫶫 #0002bdab
𗯥 #00017be5
䇠 #000041e0
𪳝 #0002acdd
\ue3f7 #0000e3f7
\U0003bf93 #0003bf93
\U00012544 #00012544
𞋵 #0001e2f5
\U0003da77 #0003da77
\U000137e7 #000137e7
\U0003158d #0003158d
𨊸 #000282b8
\U0003d231 #0003d231
\U0003ee3c #0003ee3c
뿲 #0000bff2
𭾦 #0002dfa6
𭐚 #0002d41a
𐤊 #0001090a
⯹ #00002bf9
\U00039fed #00039fed
𐰠 #00010c20
𗌛 #0001731b
\U00011521 #00011521
ꃌ #0000a0cc
폋 #0000d3cb
𡺝 #00021e9d
𩀮 #0002902e
\U0002f38d #0002f38d
𠻯 #00020eef
𭱺 #0002dc7a
𓐥 #00013425
\U000313c5 #000313c5
홨 #0000d668
𰈓 #00030213
\U0001e56c #0001e56c
𮄓 #0002e113
\U00033187 #00033187
꺙 #0000ae99
婵 #00005a75
\U0003608b #0003608b
昂 #00006602
䫯 #00004aef
𢮰 #00022bb0
𗆗 #00017197
Ꞌ #0000a78b
𢟵 #000227f5
建 #00005efa
ߗ #000007d7
\ue459 #0000e459
\U00036849 #00036849
\ue3cd #0000e3cd
ճ #00000573
뗓 #0000b5d3
撞 #0000649e
函 #000051fd
𡍂 #00021342
𛁔 #0001b054
\U0003f82a #0003f82a
𭘪 #0002d62a
𭭲 #0002db72
𫭪 #0002bb6a
\U0001e5ad #0001e5ad
\U0001de99 #0001de99
𩢊 #0002988a
\U000377d2 #000377d2
𤽯 #00024f6f
Ⅹ #00002169
䗖 #000045d6
\U000345f3 #000345f3
\U00014dda #00014dda
\U00035817 #00035817
솮 #0000c1ae
\U00037f8a #00037f8a
ओ #00000913
𧋒 #000272d2
挺 #0000633a
\U0003c87f #0003c87f
\U0001af8c #0001af8c
\U0001bb25 #0001bb25
\U000320ed #000320ed
𮚿 #0002e6bf
糪 #00007cea
𠔂 #00020502
\U000157d4 #000157d4
\U0001a0a1 #0001a0a1
\U0003ba31 #0003ba31
얒 #0000c592
\U0001dab1 #0001dab1
섆 #0000c106
\U0001a4a1 #0001a4a1
\U0003b59e #0003b59e
𥿶 #00025ff6
쥪 #0000c96a
\U0001e714 #0001e714
𑘗 #00011617
㺰 #00003eb0
𝛌 #0001d6cc
\U0003d666 #0003d666
\ue56b #0000e56b
\U0001551d #0001551d
𘜱 #00018731
𢶙 #00022d99
𠩩 #00020a69
\U00032c50 #00032c50
具 #00005177
\U00014aba #00014aba
\U0001fbfd #0001fbfd
♐ #00002650
𣉯 #0002326f
𨉂 #00028242
፸ #00001378
\ueb47 #0000eb47
𰼴 #00030f34
Ẫ #00001eaa
嶡 #00005da1
\U0003fce0 #0003fce0
𮥍 #0002e94d
囅 #000056c5
\U0003735a #0003735a
迟 #00008fdf
\U0001c0c0 #0001c0c0
𤪔 #00024a94
田 #00007530
\U000191fc #000191fc
\U0003e29f #0003e29f
𫈧 #0002b227
\U0003cfb9 #0003cfb9
𦕺 #0002657a
𮖒 #0002e592
觉 #000089c9
\U00031840 #00031840
ب #00000628
\U0001d395 #0001d395
\U000166df #000166df
𱈀 #00031200
\U00011b6e #00011b6e
륊 #0000b94a
\U000331f3 #000331f3
\U0001c520 #0001c520
\U0001aa50 #0001aa50
𤰽 #00024c3d
\U0001ba84 #0001ba84
\U0001ca6d #0001ca6d
𝧵 #0001d9f5
𥂊 #0002508a
𬻳 #0002cef3
\U0001fdf7 #0001fdf7
䩐 #00004a50
𱇊 #000311ca
\U000354b9 #000354b9
\U0003920b #0003920b
𗊸 #000172b8
\U0003f63d #0003f63d
𤧞 #000249de
𫞪 #0002b7aa
\U000142f9 #000142f9
\U00015c08 #00015c08
\U00039298 #00039298
\U0001287c #0001287c
所 #00006240
𑆑 #00011191
𱅰 #00031170
滊 #00006eca
\U00036532 #00036532
\U0001ab75 #0001ab75
✝ #0000271d
𘥪 #0001896a
쟣 #0000c7e3
𑴽 #00011d3d
\U00037265 #00037265
𭘦 #0002d626
\U0001ae93 #0001ae93
\U00014bd4 #00014bd4
\u0885 #00000885
𬢍 #0002c88d
𥾙 #00025f99
\U00016ac2 #00016ac2
\U000368df #000368df
𠶊 #00020d8a
𗸙 #00017e19
′ #00002032
枚 #0000679a
\U00031ad7 #00031ad7
𧷝 #00027ddd
𮂷 #0002e0b7
𤩑 #00024a51
岅 #00005c85
\U00035474 #00035474
뜿 #0000b73f
ﺵ #0000feb5
𮝥 #0002e765
𰆕 #00030195
ﯖ #0000fbd6
𖩔 #00016a54
𩴜 #00029d1c
𰉋 #0003024b
𪡦 #0002a866
𦄢 #00026122
\U0003e5c2 #0003e5c2
𣔫 #0002352b
𗃫 #000170eb
抛 #0000629b
É #000000c9
ब #0000092c
啊 #0000554a
\U00033caa #00033caa
煌 #0000714c
\U0001bbc7 #0001bbc7
𖧘 #000169d8
坊 #0000574a
𤁽 #0002407d
𮟉 #0002e7c9
𩺴 #00029eb4
\U00034c63 #00034c63
偯 #0000506f
\U00033467 #00033467
𘛽 #000186fd
\U0003b743 #0003b743
𰙄 #00030644
𑢣 #000118a3
𢦷 #000229b7
⤯ #0000292f
𩭵 #00029b75
𤝚 #0002475a
\U00036556 #00036556
Ꮈ #000013b8
\U00012779 #00012779
\U00014a4f #00014a4f
泵 #00006cf5
\U0001138c #0001138c
𣇢 #000231e2
𭑙 #0002d459
刺 #0000f9ff
緥 #00007de5
蹓 #00008e53
𩚞 #0002969e
\U0001c0a4 #0001c0a4
\U0003ef7f #0003ef7f
\U00038e8d #00038e8d
留 #00007559
\U0003f0b0 #0003f0b0
𭟟 #0002d7df
提 #000063d0
\U0001ebfb #0001ebfb
\U0003a846 #0003a846
\U000375b8 #000375b8
\U0003f942 #0003f942
\U00013b96 #00013b96
\U000373d8 #000373d8
𧿚 #00027fda
𠥮 #0002096e
\U00032efd #00032efd
𤖩 #000245a9
𭲵 #0002dcb5
\U0002f0f1 #0002f0f1
𪐰 #0002a430
\U000190a4 #000190a4
\U00037762 #00037762
珐 #000073d0
\U0001e356 #0001e356
\U0001bb8c #0001bb8c
\U0001af90 #0001af90
\U00010cf8 #00010cf8
\U000346e5 #000346e5
𫢣 #0002b8a3
𗗍 #000175cd
\U000337c8 #000337c8
\ue3e2 #0000e3e2
𫚴 #0002b6b4
燏 #000071cf
🃆 #0001f0c6
\U0003e616 #0003e616
㑼 #0000347c
\U0001ef6c #0001ef6c
𩡦 #00029866
𣈰 #00023230
𠘺 #0002f80d
筭 #00007b6d
\U00010dba #00010dba
𣤐 #00023910
🄾 #0001f13e
𩯬 #00029bec
\uee04 #0000ee04
\U0003eb38 #0003eb38
豤 #00008c64
𝡛 #0001d85b
\U0001cda8 #0001cda8
𔐟 #0001441f
𖧈 #000169c8
𦠴 #00026834
𖺇 #00016e87
\U0001a522 #0001a522
\ue92f #0000e92f
𱈼 #0003123c
揪 #000063ea
\U000126de #000126de
\U0001dc2d #0001dc2d
𓅶 #00013176
\U00038ba5 #00038ba5
⡲ #00002872
板 #0000677f
\U0003b12b #0003b12b
𫓓 #0002b4d3
\U00034449 #00034449
\U0001268d #0001268d
ﴖ #0000fd16
餓 #00009913
쑺 #0000c47a
\U00033fa7 #00033fa7
맒 #0000b9d2
𝣑 #0001d8d1
𢎋 #0002238b
\U000119e5 #000119e5
Ꜥ #0000a724
𢶅 #00022d85
逮 #0000902e
\u17ee #000017ee
\U0001660d #0001660d
\U000190bb #000190bb
\U0003a523 #0003a523
\U00013d60 #00013d60
𡘹 #00021639
\U00019235 #00019235
\U000156bb #000156bb
\U00016746 #00016746
鑋 #0000944b
𗖻 #000175bb
\U0001ce8d #0001ce8d
\U0003627f #0003627f
쎧 #0000c3a7
\U00039f6d #00039f6d
\uf6f5 #0000f6f5
\U0003e600 #0003e600
𪶋 #0002ad8b
\U0003dcf3 #0003dcf3
𢄇 #00022107
\U00012582 #00012582
\U00032f6a #00032f6a
\U00034c69 #00034c69
\U00033c05 #00033c05
𬷐 #0002cdd0
\U00018d81 #00018d81
빃 #0000be43
\U000138af #000138af
\U000398df #000398df
\uf3a9 #0000f3a9
𪦼 #0002a9bc
\U000347b3 #000347b3
\U00037591 #00037591
ᗄ #000015c4
𫎡 #0002b3a1
ዕ #000012d5
\U00034128 #00034128
\U0003d52e #0003d52e
\U0001f979 #0001f979
ꠙ #0000a819
\U00039fdb #00039fdb
\U00019a4e #00019a4e
𦈎 #0002620e
봂 #0000bd02
犁 #00007281
瑨 #00007468
𥆝 #0002519d
𘛾 #000186fe
𭦼 #0002d9bc
𫌪 #0002b32a
\U0003eb2d #0003eb2d
\ufff1 #0000fff1
\uf7fe #0000f7fe
𥜄 #00025704
ꄎ #0000a10e
\U0003e38c #0003e38c
𥄁 #00025101
𤜉 #00024709
𑃁 #000110c1
穒 #00007a52
\U0003c647 #0003c647
𮉡 #0002e261
𓀅 #00013005
\U00035a40 #00035a40
\U0003a51c #0003a51c
\U0003b1aa #0003b1aa
𘤒 #00018912
\U000358d9 #000358d9
𰞢 #000307a2
\uf352 #0000f352
𠢛 #0002089b
ᣖ #000018d6
𢊳 #000222b3
\U00012b9e #00012b9e
\U0003269d #0003269d
\U0003a1e1 #0003a1e1
\U0001dbd7 #0001dbd7
\U0001cb1f #0001cb1f
\U0001ebd5 #0001ebd5
\U0003a8c9 #0003a8c9
ⰱ #00002c31
\U00012e89 #00012e89
灨 #00007068
\U00018d5b #00018d5b
ଔ #00000b14
\U0002f1cc #0002f1cc
\U000191f1 #000191f1
𦚱 #000266b1
碰 #000078b0
\U0001926c #0001926c
\U0003af5c #0003af5c
\U0001cde9 #0001cde9
𑩼 #00011a7c
䀩 #00004029
𐒁 #00010481
𦈵 #00026235
\U0001e1e9 #0001e1e9
ﱥ #0000fc65
\U00016d2f #00016d2f
𦲹 #00026cb9
팖 #0000d316
\U00014720 #00014720
\U0003143f #0003143f
调 #00008c03
𠂏 #0002008f
\U0003ebca #0003ebca
𰉘 #00030258
\U00033428 #00033428
\ue1ff #0000e1ff
偔 #00005054
𬝥 #0002c765
𢠃 #00022803
\U00038926 #00038926
\U00019acd #00019acd
\U00014a95 #00014a95
ㄡ #00003121
\U000384d6 #000384d6
\U00019b01 #00019b01
漅 #00006f05
谷 #00008c37
\U00013a3f #00013a3f
\U0001a93b #0001a93b
\U0003ee52 #0003ee52
𢃲 #000220f2
\U00036e30 #00036e30
𠀁 #00020001
𦲘 #00026c98
𗻰 #00017ef0
效 #00006548
鸊 #00009e0a
乇 #00004e47
\U0003dc6f #0003dc6f
\U0001a34f #0001a34f
\U0003b19b #0003b19b
\U0003b6ad #0003b6ad
\U000149d7 #000149d7
受 #000053d7
봳 #0000bd33
\U0003f543 #0003f543
\U0003724d #0003724d
𮞧 #0002e7a7
𩱽 #00029c7d
\ue46d #0000e46d
⽧ #00002f67
视 #000089c6
𧯃 #00027bc3
𗲛 #00017c9b
\U0001cfe3 #0001cfe3
뇖 #0000b1d6
\uf252 #0000f252
\U0001c7e1 #0001c7e1
𡦿 #000219bf
\U000108d6 #000108d6
⣂ #000028c2
૨ #00000ae8
\u171e #0000171e
闪 #000095ea
𓍪 #0001336a
𭭁 #0002db41
\U000193f6 #000193f6
Z #0000005a
\U0003be17 #0003be17
\U0003ecbc #0003ecbc
ѭ #0000046d
\U00032fcf #00032fcf
𪨢 #0002aa22
𠐕 #00020415
𖡁 #00016841
𢷳 #00022df3
𮛭 #0002e6ed
ރ #00000783
蚰 #000086b0
搇 #00006407
\U0003abd2 #0003abd2
⤘ #00002918
𘁐 #00018050
\U00034416 #00034416
\U0003dacb #0003dacb
\U0003937a #0003937a
\U00019709 #00019709
\U0003fab3 #0003fab3
𠢇 #00020887
\U00035835 #00035835
𫐉 #0002b409
𮃨 #0002e0e8
𐭾 #00010b7e
\U0002f69b #0002f69b
\U0003e69c #0003e69c
𠐊 #0002040a
𖤪 #0001692a
\U00038e34 #00038e34
ᄺ #0000113a
𠈙 #00020219
\U0003b151 #0003b151
裯 #000088ef
\U0001ad8f #0001ad8f
\U00038c82 #00038c82
𖧵 #000169f5
\U0003caab #0003caab
𠃇 #000200c7
\U0002ffb3 #0002ffb3
앰 #0000c570
\U0001a920 #0001a920
𪆞 #0002a19e
\U0003a833 #0003a833
\U00033a59 #00033a59
𥐨 #00025428
\U00036c1f #00036c1f
亩 #00004ea9
𪔬 #0002a52c
𣯑 #00023bd1
𞡰 #0001e870
\U0003443e #0003443e
활 #0000d65c
延 #00005ef6
𨒙 #00028499
㭁 #00003b41
\U0001a304 #0001a304
\U0001bf43 #0001bf43
\U0001562f #0001562f
𝞄 #0001d784
勇 #0000fa76
\U00014c4b #00014c4b
\U0003bbb0 #0003bbb0
\U0001cabb #0001cabb
\U0003e7d4 #0003e7d4
㩟 #00003a5f
𰸭 #00030e2d
𫟎 #0002b7ce
隣 #0000f9f1
\U0002f644 #0002f644
𢈞 #0002221e
\U0001bf57 #0001bf57
𗭫 #00017b6b
\U0003e0c0 #0003e0c0
𠥽 #0002097d
𗇰 #000171f0
𢂯 #000220af
𗙅 #00017645
\U0003502f #0003502f
尾 #00005c3e
𠞄 #00020784
𦩏 #00026a4f
𫒲 #0002b4b2
\U00014c3e #00014c3e
𗀧 #00017027
𨅕 #00028155
𭰱 #0002dc31
\U00037d15 #00037d15
\U00014e7d #00014e7d
𩢪 #000298aa
𮣺 #0002e8fa
\u245b #0000245b
\U0001a951 #0001a951
唯 #0000552f
𐜟 #0001071f
\U0001b686 #0001b686
列 #00005217
他 #00004ed6
𰦓 #00030993
𘩧 #00018a67
\uf20f #0000f20f
\U0003c02e #0003c02e
\U00018d29 #00018d29
𭍄 #0002d344
\U00036587 #00036587
𤣮 #000248ee
顶 #00009876
敂 #00006542
ع #00000639
\U0003d7eb #0003d7eb
㲕 #00003c95
ᥒ #00001952
\uf1bc #0000f1bc
触 #000089e6
𢟏 #000227cf
𢁌 #0002204c
َ #0000064e
𦤚 #0002691a
\U00036218 #00036218
\U0003a427 #0003a427
喚 #0000559a
𩭻 #00029b7b
\U000369f0 #000369f0
𦳟 #00026cdf
\U0003faef #0003faef
ꌒ #0000a312
\U0003215a #0003215a
\U00038e82 #00038e82
勺 #000052fa
\U0003aab0 #0003aab0
\U00012b04 #00012b04
\U0002fad7 #0002fad7
\ue069 #0000e069
\U0001436b #0001436b
\U00019908 #00019908
𱁐 #00031050
\U0003b0c8 #0003b0c8
ऐ #00000910
𥉝 #0002525d
𡥪 #0002196a
