捬 #0000636c
𬅈 #0002c148
𡃛 #000210db
\u0ffa #00000ffa
𡡿 #0002187f
\U0001df67 #0001df67
𫊄 #0002b284
\U0001d547 #0001d547
朋 #0000670b
𗤙 #00017919
𑒀 #00011480
𥞇 #00025787
\U00037f02 #00037f02
𥂔 #00025094
\U0003eed8 #0003eed8
\U0001aeee #0001aeee
ᶴ #00001db4
𐚢 #000106a2
\U0001b7f2 #0001b7f2
ྒྷ #00000f93
ⴂ #00002d02
\U0001ae52 #0001ae52
\U00015897 #00015897
𩴡 #00029d21
𗏵 #000173f5
\U00033543 #00033543
\U00031ba9 #00031ba9
\U00034aee #00034aee
\U000364bc #000364bc
\U000192f1 #000192f1
𗝅 #00017745
ᓃ #000014c3
\U00012b85 #00012b85
\U000316e8 #000316e8
捛 #0000635b
\U0003512c #0003512c
\U000356fb #000356fb
𮉮 #0002e26e
\U0003f3c2 #0003f3c2
駱 #0000f91a
𩻽 #00029efd
\U00014e3c #00014e3c
\U00013d19 #00013d19
\U000358df #000358df
\U0001976a #0001976a
\U0003ace5 #0003ace5
ᛡ #000016e1
\U0003b54a #0003b54a
\U0003f8ce #0003f8ce
\U000160a6 #000160a6
\U0003bc4f #0003bc4f
\U0001ac45 #0001ac45
\U0001dcb6 #0001dcb6
\U0001b54e #0001b54e
㇟ #000031df
\U0003b1f2 #0003b1f2
魢 #00009b62
𠛛 #000206db
𣱬 #00023c6c
𮂟 #0002e09f
\U00016c8f #00016c8f
\U00036fa1 #00036fa1
𘋛 #000182db
\U000143fe #000143fe
𥁱 #00025071
\U00036d60 #00036d60
𗼼 #00017f3c
\U0003975f #0003975f
\uf1f3 #0000f1f3
\U0001bcf8 #0001bcf8
𤊿 #000242bf
𠀟 #0002001f
霎 #0000970e
\U000392ac #000392ac
𧵘 #00027d58
𡎢 #000213a2
\U00033bcd #00033bcd
庈 #00005e88
𦊸 #000262b8
➛ #0000279b
\U0003f747 #0003f747
𦬳 #00026b33
ꐚ #0000a41a
䊲 #000042b2
\U0002fdbe #0002fdbe
\U0001eecf #0001eecf
𰔪 #0003052a
\U0003139a #0003139a
𠮣 #00020ba3
Ṽ #00001e7c
𫈖 #0002b216
\U000360db #000360db
画 #0000753b
\U0002efaa #0002efaa
\U00039597 #00039597
𫣉 #0002b8c9
🨗 #0001fa17
斑 #00006591
\U0001c770 #0001c770
芥 #000082a5
듧 #0000b4e7
𡳾 #00021cfe
𪤔 #0002a914
ᡓ #00001853
\U0001d2a8 #0001d2a8
\U00014c44 #00014c44
求 #00006c42
扣 #00006263
𨥸 #00028978
𤬿 #00024b3f
仵 #00004ef5
𞠙 #0001e819
\ue2f1 #0000e2f1
𭱽 #0002dc7d
𣑴 #00023474
\U0001ba5f #0001ba5f
\U00039b92 #00039b92
\U00036969 #00036969
\U00032f03 #00032f03
\U000313a7 #000313a7
\U000166fb #000166fb
𧍑 #00027351
𬜣 #0002c723
밹 #0000bc39
ꠄ #0000a804
\U00011cc9 #00011cc9
交 #00004ea4
齐 #00009f50
\uea33 #0000ea33
𤛑 #000246d1
𩂓 #00029093
𗫹 #00017af9
\U0003528d #0003528d
\U000370a0 #000370a0
𗺼 #00017ebc
햁 #0000d581
\U0001c031 #0001c031
\U0001cf67 #0001cf67
\U0003fa0d #0003fa0d
𗤉 #00017909
澜 #00006f9c
𨔉 #00028509
\U000387ae #000387ae
\U0003fc54 #0003fc54
縪 #00007e2a
𡫵 #00021af5
𥗂 #000255c2
窖 #00007a96
𢇫 #000221eb
\U0003bcec #0003bcec
ᲃ #00001c83
\U0003a09e #0003a09e
\U00037d9c #00037d9c
𡳮 #00021cee
\U00035d68 #00035d68
🍽 #0001f37d
ꎋ #0000a38b
𒅌 #0001214c
\U0001593c #0001593c
♋ #0000264b
\U0002f144 #0002f144
\U0001a123 #0001a123
𪉬 #0002a26c
陀 #00009640
䖄 #00004584
\U00039d49 #00039d49
𬤆 #0002c906
𱀾 #0003103e
ʰ #000002b0
\U0003ec24 #0003ec24
堬 #0000582c
\U000190a1 #000190a1
\U0001ad53 #0001ad53
𤗢 #000245e2
\U0001677a #0001677a
\U00014b1e #00014b1e
\U000377e6 #000377e6
\U0001eb2e #0001eb2e
𦜅 #00026705
﹡ #0000fe61
𓎠 #000133a0
\U0003856c #0003856c
\u2e53 #00002e53
𢪕 #00022a95
睛 #0000775b
\U0003d9bb #0003d9bb
\U0001b706 #0001b706
𭧾 #0002d9fe
𤐤 #00024424
𩲆 #00029c86
蓼 #0000f9c2
\U00037d0d #00037d0d
\uf8f6 #0000f8f6
バ #000030d0
\U0003e7a5 #0003e7a5
\U00037c8b #00037c8b
𝄟 #0001d11f
鈾 #0000923e
\U0003175c #0003175c
\U0001ac2e #0001ac2e
\U0001acba #0001acba
\U0003a8eb #0003a8eb
\U0003a33b #0003a33b
𪤖 #0002a916
\U00033119 #00033119
\U00033d52 #00033d52
끄 #0000b044
坐 #00005750
홚 #0000d65a
\U0001ab53 #0001ab53
𮞧 #0002e7a7
箱 #00007bb1
\U0003145b #0003145b
ᎌ #0000138c
\U0003c19d #0003c19d
\U0001a7a4 #0001a7a4
𤛏 #000246cf
𖡧 #00016867
𝁯 #0001d06f
\U0001aa1c #0001aa1c
\U0003cbb6 #0003cbb6
𛀢 #0001b022
ᬄ #00001b04
\U00038e31 #00038e31
\U00033f45 #00033f45
🭿 #0001fb7f
\U00038558 #00038558
𰓪 #000304ea
ხ #000010ee
𰲆 #00030c86
띴 #0000b774
\U00016433 #00016433
䌉 #00004309
\U00015f34 #00015f34
툇 #0000d207
\U0003abb7 #0003abb7
𢩫 #00022a6b
𪓅 #0002a4c5
\U0003606f #0003606f
𫏯 #0002b3ef
𐰹 #00010c39
侮 #0002f805
𰀹 #00030039
ꉼ #0000a27c
𡙁 #00021641
\U0001097b #0001097b
𠍑 #00020351
\U000147e9 #000147e9
𝓵 #0001d4f5
\U00035543 #00035543
𦓴 #000264f4
𗾢 #00017fa2
序 #00005e8f
\U00038d40 #00038d40
𫾠 #0002bfa0
繶 #00007e76
묃 #0000bb03
\U0003d8cb #0003d8cb
\U0003c5f9 #0003c5f9
𮖩 #0002e5a9
𤙻 #0002467b
\U0001bb14 #0001bb14
眵 #00007735
埅 #000057c5
\U0003f235 #0003f235
\U0003fd59 #0003fd59
】 #00003011
𪋒 #0002a2d2
𨲓 #00028c93
\U00019a01 #00019a01
𣄮 #0002312e
\U0001af08 #0001af08
\U00034d45 #00034d45
鎸 #000093b8
璹 #000074b9
\U00035695 #00035695
𐐝 #0001041d
역 #0000c5ed
𭛛 #0002d6db
\ue60b #0000e60b
\U0003f249 #0003f249
\U0003b9f1 #0003b9f1
𣄉 #00023109
\U000190e6 #000190e6
𤭹 #00024b79
𪻲 #0002aef2
\U0003c237 #0003c237
\U0003e277 #0003e277
। #00000964
\U0003a88e #0003a88e
\U000140f0 #000140f0
땧 #0000b567
\U0003be2a #0003be2a
\U00038bba #00038bba
鷺 #00009dfa
𐍉 #00010349
\U00038cee #00038cee
𪿍 #0002afcd
꼆 #0000af06
\U00034968 #00034968
⋘ #000022d8
\U000313e6 #000313e6
𤟩 #000247e9
匪 #0000532a
𡏈 #000213c8
\ue8fd #0000e8fd
錃 #00009303
\U0003ef8c #0003ef8c
\U0003ca80 #0003ca80
𒔦 #00012526
썘 #0000c358
𨣁 #000288c1
𠾕 #00020f95
\ue664 #0000e664
谨 #00008c28
𒅠 #00012160
周 #00005468
𧈱 #00027231
\U00011258 #00011258
\U0003a8bd #0003a8bd
\U0003e6df #0003e6df
𥖢 #000255a2
\U0003acb5 #0003acb5
唳 #00005533
\U0001961c #0001961c
\U0003467e #0003467e
𫌬 #0002b32c
𠏺 #000203fa
\U0002f36d #0002f36d
\U0003b104 #0003b104
\U0001c1ec #0001c1ec
\ue490 #0000e490
\U0003c367 #0003c367
\U0003e124 #0003e124
𣒜 #0002349c
𣂢 #000230a2
𨊲 #000282b2
𰺲 #00030eb2
㉳ #00003273
𥈸 #00025238
\U000328e9 #000328e9
\U0002fec2 #0002fec2
\U000358ed #000358ed
퇛 #0000d1db
\U0003e070 #0003e070
\U00019a54 #00019a54
縠 #00007e20
騤 #00009a24
ᱢ #00001c62
\U00014013 #00014013
𮃿 #0002e0ff
ꚻ #0000a6bb
\U0001ff04 #0001ff04
\U00012f95 #00012f95
\ueec6 #0000eec6
\U0003613f #0003613f
Ẕ #00001e94
\uf1e8 #0000f1e8
๕ #00000e55
珉 #000073c9
\U00019627 #00019627
Ὅ #00001f4d
𞹢 #0001ee62
碅 #00007885
\U00034b89 #00034b89
𬃹 #0002c0f9
\U00033d7b #00033d7b
𔖣 #000145a3
𢺄 #00022e84
\U0003ac72 #0003ac72
𩘪 #0002962a
𨠨 #00028828
𰖮 #000305ae
𥇃 #000251c3
﹕ #0000fe55
𣿵 #00023ff5
𬨛 #0002ca1b
恡 #00006061
\U00037a5e #00037a5e
𬔋 #0002c50b
\U0003c296 #0003c296
\uf074 #0000f074
› #0000203a
\U000115f8 #000115f8
溶 #00006eb6
Ⴢ #000010c2
\U0003b30a #0003b30a
\U0003de06 #0003de06
𖦡 #000169a1
\ufdce #0000fdce
鱠 #00009c60
𫟋 #0002b7cb
\U00016dc8 #00016dc8
澳 #00006fb3
𖧷 #000169f7
\U000391e6 #000391e6
\U0003bbf0 #0003bbf0
\U00011856 #00011856
𧹡 #00027e61
𡧧 #000219e7
\U0001bcd3 #0001bcd3
𞄚 #0001e11a
\U0001943a #0001943a
\U00015073 #00015073
\U0002f0ec #0002f0ec
趠 #00008da0
𠥌 #0002094c
𣪈 #00023a88
𰁞 #0003005e
꜌ #0000a70c
䬿 #00004b3f
\U0003d252 #0003d252
\U00033fa2 #00033fa2
쑆 #0000c446
\U0002f0c9 #0002f0c9
\ueacf #0000eacf
𭻺 #0002defa
葸 #00008478
\U0002ef56 #0002ef56
𗦕 #00017995
ꦉ #0000a989
𰡓 #00030853
\U0001413e #0001413e
뱠 #0000bc60
\U00037037 #00037037
\U0001e8ec #0001e8ec
蝭 #0000876d
ꄝ #0000a11d
\U0001df9f #0001df9f
\U000393c7 #000393c7
၁ #00001041
𒈜 #0001221c
𖤫 #0001692b
抝 #0000629d
舚 #0000821a
👊 #0001f44a
𪛚 #0002a6da
\U0001e601 #0001e601
羚 #00007f9a
\U0003ff27 #0003ff27
䂹 #000040b9
𮗴 #0002e5f4
\U000365d2 #000365d2
𮛡 #0002e6e1
냇 #0000b0c7
\U0001e471 #0001e471
뜜 #0000b71c
拶 #000062f6
𡅂 #00021142
\u206f #0000206f
\U0001427f #0001427f
𧞦 #000277a6
门 #000095e8
\U00035ea3 #00035ea3
\U00014371 #00014371
\U0003c0b1 #0003c0b1
𤋮 #0000fa6c
叫 #000053eb
씘 #0000c518
𐽉 #00010f49
\U0003c951 #0003c951
𨸙 #00028e19
𦮿 #00026bbf
𭣇 #0002d8c7
𠋖 #000202d6
\U00013839 #00013839
𝢎 #0001d88e
\uf144 #0000f144
蘼 #0000863c
跖 #00008dd6
𞡮 #0001e86e
⏂ #000023c2
\U0003ce54 #0003ce54
\U000363fd #000363fd
𗔙 #00017519
𰹄 #00030e44
𧽘 #00027f58
뻟 #0000bedf
𦸤 #00026e24
\U00034da9 #00034da9
䓰 #000044f0
𧲒 #00027c92
\ueded #0000eded
䬍 #00004b0d
𢭷 #00022b77
𠄋 #0002010b
\U00033f5e #00033f5e
\U0003f742 #0003f742
𤓀 #000244c0
𢚠 #000226a0
\u2459 #00002459
젞 #0000c81e
\U00014b3f #00014b3f
\U00032b5b #00032b5b
\ue497 #0000e497
𓆘 #00013198
\U0003f690 #0003f690
\U0002ff1b #0002ff1b
𐲨 #00010ca8
\U000358b9 #000358b9
𭦑 #0002d991
\U000349ff #000349ff
\U0003a584 #0003a584
安 #00005b89
\U00031c06 #00031c06
𧻊 #00027eca
\U0001c1b9 #0001c1b9
\U00011e2b #00011e2b
凰 #000051f0
\U00015fd7 #00015fd7
\U0003bb9d #0003bb9d
𗲝 #00017c9d
\U000389b6 #000389b6
풿 #0000d4bf
\U00039fcd #00039fcd
𡬕 #00021b15
𪳕 #0002acd5
责 #00008d23
ᝠ #00001760
𓇰 #000131f0
𧑕 #00027455
慕 #00006155
疩 #000075a9
ố #00001ed1
𧉐 #00027250
﹤ #0000fe64
\U00015d80 #00015d80
卉 #0002f82c
\U00035b85 #00035b85
𰢺 #000308ba
\U0003aba3 #0003aba3
\U000380c8 #000380c8
𝑽 #0001d47d
橢 #00006a62
\U0003e558 #0003e558
😽 #0001f63d
\U00012ad7 #00012ad7
𥧻 #000259fb
\U0003ce74 #0003ce74
\U000382d0 #000382d0
\U000390c6 #000390c6
\U00033842 #00033842
\U0003529c #0003529c
\U0003d92f #0003d92f
ⵜ #00002d5c
\U0003fb39 #0003fb39
叉 #000053c9
\U00033b0a #00033b0a
㢰 #000038b0
\U00035167 #00035167
\U0001ae8f #0001ae8f
𱄁 #00031101
𨈄 #00028204
暮 #000066ae
具 #00005177
\U0003a8ab #0003a8ab
𬹧 #0002ce67
\U00014feb #00014feb
𧱉 #00027c49
阐 #00009610
\U0003c7fa #0003c7fa
毛 #00006bdb
\U00034535 #00034535
\U00016c5b #00016c5b
⪌ #00002a8c
ή #000003ae
𝞪 #0001d7aa
鬮 #00009b2e
\U00013e9f #00013e9f
\U0001fff2 #0001fff2
\U0003b9ca #0003b9ca
𤋅 #000242c5
\U000376ad #000376ad
퀫 #0000d02b
𘪅 #00018a85
\U0003e2ab #0003e2ab
𫆕 #0002b195
\U00014a09 #00014a09
▕ #00002595
ໆ #00000ec6
㏤ #000033e4
\U0003bfed #0003bfed
\U00033071 #00033071
\U0002ee77 #0002ee77
𗳖 #00017cd6
𦓱 #000264f1
𡫡 #00021ae1
\U0003184c #0003184c
깟 #0000ae5f
𰫜 #00030adc
觲 #000089f2
\U0003279f #0003279f
\U0003994c #0003994c
\U0003b4f1 #0003b4f1
𭘗 #0002d617
\U0003b557 #0003b557
\U0002f53b #0002f53b
䯾 #00004bfe
\U00037283 #00037283
𡲇 #00021c87
𧍕 #00027355
𦰅 #00026c05
\U0003178f #0003178f
告 #0000544a
𱇒 #000311d2
ᩒ #00001a52
𦦊 #0002698a
𝙇 #0001d647
淚 #00006dda
\U0003f9de #0003f9de
Ể #00001ec2
𭁟 #0002d05f
鱑 #00009c51
\U000127b6 #000127b6
\U0001e3f7 #0001e3f7
ﬣ #0000fb23
\U00032dfb #00032dfb
𧬭 #00027b2d
\U00031cfb #00031cfb
𐩰 #00010a70
\U00033f32 #00033f32
༖ #00000f16
\U0003f6f4 #0003f6f4
𡍣 #00021363
ꐳ #0000a433
\U0003bc1e #0003bc1e
\U00031879 #00031879
鳌 #00009ccc
\U0001bd71 #0001bd71
펥 #0000d3a5
后 #0000540e
\U0001b9d9 #0001b9d9
𗞽 #000177bd
ḓ #00001e13
𫨦 #0002ba26
\uefbc #0000efbc
⦮ #000029ae
\U0001e05d #0001e05d
𥺳 #00025eb3
쯚 #0000cbda
\U0001e598 #0001e598
\U00037fd5 #00037fd5
\U00032c9b #00032c9b
\U000385c8 #000385c8
𦉓 #00026253
\U0003e5b2 #0003e5b2
\U000397a0 #000397a0
𮏒 #0002e3d2
̧ #00000327
\U0003c411 #0003c411
\U00039a75 #00039a75
𩇯 #000291ef
\U00036f17 #00036f17
𔗘 #000145d8
\ued7e #0000ed7e
𐏏 #000103cf
\uf5eb #0000f5eb
癫 #0000766b
妘 #00005998
㨠 #00003a20
ӕ #000004d5
駄 #000099c4
𫰵 #0002bc35
𣫟 #00023adf
\U00035226 #00035226
컬 #0000ceec
\ufb3f #0000fb3f
𡓐 #000214d0
\U0003411d #0003411d
䦄 #00004984
𦙝 #0002665d
𬢟 #0002c89f
\U0003ef2d #0003ef2d
걿 #0000ac7f
\U00014d60 #00014d60
朔 #00006714
𬓔 #0002c4d4
\ueefb #0000eefb
\U000316f2 #000316f2
𛃋 #0001b0cb
𣔥 #00023525
ڇ #00000687
\U0001fe85 #0001fe85
\U00014efc #00014efc
\U0001c808 #0001c808
𡥩 #00021969
䴊 #00004d0a
𗭯 #00017b6f
\U00015870 #00015870
𥕝 #0002555d
\uf448 #0000f448
\U000349ac #000349ac
頧 #00009827
绲 #00007ef2
𨖭 #000285ad
𥦱 #000259b1
\U0003d262 #0003d262
\U0003d3d2 #0003d3d2
𘕌 #0001854c
\U00015715 #00015715
腾 #0000817e
\U00019425 #00019425
댺 #0000b33a
呏 #0000544f
\U00031870 #00031870
𮦖 #0002e996
ᇺ #000011fa
\U00033126 #00033126
\U0002f40d #0002f40d
𪟢 #0002a7e2
𢺇 #00022e87
𐴘 #00010d18
\U00039ca9 #00039ca9
\U0003b8b9 #0003b8b9
眃 #00007703
𦣤 #000268e4
\U0001be6d #0001be6d
𫳙 #0002bcd9
\uf739 #0000f739
鈇 #00009207
鐇 #00009407
\U00010c59 #00010c59
\U0003be34 #0003be34
𥜓 #00025713
𐑆 #00010446
\U000153f4 #000153f4
\U000192f2 #000192f2
\U00039fce #00039fce
\U0001b886 #0001b886
𣙘 #00023658
\U0003f5cd #0003f5cd
똩 #0000b629
𭨎 #0002da0e
\U0003f2f9 #0003f2f9
𢶚 #00022d9a
𬢦 #0002c8a6
𡻌 #00021ecc
\U0001ec65 #0001ec65
🍟 #0001f35f
쐵 #0000c435
𤙙 #00024659
𣇦 #000231e6
\U0001c65c #0001c65c
\U00019d44 #00019d44
𖡭 #0001686d
𧊐 #00027290
廀 #00005ec0
\U000367bf #000367bf
逃 #00009003
\U000141f7 #000141f7
\u1b4f #00001b4f
𭒯 #0002d4af
\U0003716c #0003716c
𧄗 #00027117
𫒑 #0002b491
쬋 #0000cb0b
裂 #000088c2
㳲 #00003cf2
\U0003a2f3 #0003a2f3
ẳ #00001eb3
🨬 #0001fa2c
多 #0000591a
\U0003f391 #0003f391
\U0003a40f #0003a40f
\U00035af3 #00035af3
\U0003c872 #0003c872
쯕 #0000cbd5
𧆽 #000271bd
𘨼 #00018a3c
𒂱 #000120b1
᰼ #00001c3c
蠁 #0002f9c1
𨔎 #0002850e
𠿫 #00020feb
\U00012c96 #00012c96
𤡄 #00024844
𰢲 #000308b2
\U000372db #000372db
౬ #00000c6c
\U00019b2f #00019b2f
㛥 #000036e5
\U0003ca76 #0003ca76
\U00031d49 #00031d49
耏 #0000800f
관 #0000ad00
鲀 #00009c80
\U00034d79 #00034d79
᧐ #000019d0
\U0001a608 #0001a608
\U0001b89f #0001b89f
事 #00004e8b
䱁 #00004c41
𠾦 #00020fa6
𤏿 #000243ff
\U0001ca1a #0001ca1a
浏 #00006d4f
𪬩 #0002ab29
\U0003c17f #0003c17f
𒔫 #0001252b
\U00039560 #00039560
\U000167fb #000167fb
\U00013fb0 #00013fb0
𨄼 #0002813c
\U00013c2a #00013c2a
\U0002fac1 #0002fac1
㕫 #0000356b
𬮨 #0002cba8
𩿦 #00029fe6
𝞫 #0001d7ab
\U0001ae48 #0001ae48
\U0001f8ff #0001f8ff
\U0003919d #0003919d
𧉉 #00027249
\U0003c90e #0003c90e
ᢴ #000018b4
\ue876 #0000e876
\U0003f379 #0003f379
\U00036d3d #00036d3d
\U0001cb3c #0001cb3c
\U0003efed #0003efed
𠊐 #00020290
𬢸 #0002c8b8
\U0003ec0e #0003ec0e
\U00038120 #00038120
\U00035a9e #00035a9e
𨌧 #00028327
𓄔 #00013114
\U0003b150 #0003b150
\U00037c70 #00037c70
\U0001de32 #0001de32
\U00033944 #00033944
𰷕 #00030dd5
缞 #00007f1e
🧹 #0001f9f9
𫽃 #0002bf43
\U0001bafc #0001bafc
𪡢 #0002a862
\U0001c5f4 #0001c5f4
롇 #0000b847
櫔 #00006ad4
\U000368e4 #000368e4
\U0002f42b #0002f42b
\U0003b045 #0003b045
𬷖 #0002cdd6
𬝑 #0002c751
𩡉 #00029849
\uf6e1 #0000f6e1
蛭 #000086ed
鋪 #000092ea
쐭 #0000c42d
橇 #00006a47
\U0003e14c #0003e14c
𘢽 #000188bd
\U0003ed8b #0003ed8b
𭊴 #0002d2b4
\U0001e23e #0001e23e
𬫘 #0002cad8
\U00035247 #00035247
孡 #00005b61
\U000385b2 #000385b2
𤀗 #00024017
\U00015dcc #00015dcc
\U00036adf #00036adf
\U000198c8 #000198c8
𭺱 #0002deb1
꒭ #0000a4ad
\U0001cd4e #0001cd4e
\U000149cf #000149cf
\U0003140a #0003140a
㋝ #000032dd
煏 #0000714f
\u10c9 #000010c9
븞 #0000be1e
𧰬 #00027c2c
锉 #00009509
\U00038644 #00038644
萧 #00008427
𬬄 #0002cb04
\U00015956 #00015956
\U00012c9f #00012c9f
\U000125f2 #000125f2
\U0001a487 #0001a487
ợ #00001ee3
륑 #0000b951
\U0003f009 #0003f009
\U0001c8f6 #0001c8f6
\U00018e4b #00018e4b
婞 #00005a5e
䀁 #00004001
\U0001363f #0001363f
\U0003d9c9 #0003d9c9
皠 #000076a0
\U00019a29 #00019a29
脳 #00008133
\U00032812 #00032812
\U0003a4d0 #0003a4d0
\U0003a809 #0003a809
𩶣 #00029da3
\u0fe7 #00000fe7
𪈱 #0002a231
𑊒 #00011292
疯 #000075af
\U00019354 #00019354
𬓛 #0002c4db
\ued4a #0000ed4a
⨧ #00002a27
𗓔 #000174d4
\U0001527f #0001527f
\U0003be83 #0003be83
\U000381f8 #000381f8
䉃 #00004243
𫲷 #0002bcb7
\U00038981 #00038981
\U0001675e #0001675e
𞹨 #0001ee68
\U0003808e #0003808e
ய #00000baf
𭩣 #0002da63
𐓹 #000104f9
🮇 #0001fb87
\U000165c7 #000165c7
𮜂 #0002e702
𫓭 #0002b4ed
\U000358e5 #000358e5
獲 #00007372
\U0003fdfd #0003fdfd
䀷 #00004037
\U000134e0 #000134e0
\U00031ec5 #00031ec5
𐕇 #00010547
ध #00000927
ኡ #000012a1
ᵵ #00001d75
쏂 #0000c3c2
\U00014afe #00014afe
𠬏 #00020b0f
𤐫 #0002442b
\U00013ad0 #00013ad0
\U00031e53 #00031e53
短 #000077ed
랓 #0000b793
𤻵 #00024ef5
饍 #0000994d
\U000125d9 #000125d9
𧳅 #00027cc5
\U000376f5 #000376f5
𠓥 #000204e5
솻 #0000c1bb
\U0003af57 #0003af57
噄 #00005644
𣷰 #00023df0
𐧷 #000109f7
\ue981 #0000e981
𭳃 #0002dcc3
\U0001b9fd #0001b9fd
\U00035d85 #00035d85
\U0001e427 #0001e427
𗷆 #00017dc6
\U000392d4 #000392d4
𩗏 #000295cf
阅 #00009605
ą #00000105
\U0003a0ca #0003a0ca
再 #0000518d
\uf2d0 #0000f2d0
𘞐 #00018790
𢉺 #0002227a
\U0001588e #0001588e
\U00034dd8 #00034dd8
㞟 #0000379f
㤋 #0000390b
\U0001ce5b #0001ce5b
汤 #00006c64
껳 #0000aef3
\U0002ffab #0002ffab
\U0003e305 #0003e305
𩿗 #00029fd7
鱞 #00009c5e
痀 #000075c0
\U0001a14e #0001a14e
ﰔ #0000fc14
뒸 #0000b4b8
𦭢 #00026b62
\U00034529 #00034529
\U00013dac #00013dac
蓻 #000084fb
\U0001cc8c #0001cc8c
𧓎 #000274ce
蘵 #00008635
\U0002f2f0 #0002f2f0
\U00019cbe #00019cbe
\uf064 #0000f064
\U00018e45 #00018e45
𧌎 #0002730e
\U00037a95 #00037a95
쮦 #0000cba6
\U0003cd40 #0003cd40
\U000392c4 #000392c4
𪬉 #0002ab09
𬭓 #0002cb53
鏇 #000093c7
𠳇 #00020cc7
邞 #0000909e
劓 #00005293
\U00012a34 #00012a34
𪂵 #0002a0b5
🂎 #0001f08e
𥨒 #00025a12
𰊴 #000302b4
𨅟 #0002815f
ᚪ #000016aa
𧮶 #00027bb6
\u2436 #00002436
\U0003b60e #0003b60e
\U000392b9 #000392b9
\U00039914 #00039914
俣 #00004fe3
𬧁 #0002c9c1
\U00011949 #00011949
\U0003f972 #0003f972
\U00013941 #00013941
𠕗 #00020557
ꊖ #0000a296
𡥵 #00021975
𝢞 #0001d89e
䕏 #0000454f
꼗 #0000af17
𨸰 #00028e30
\uf40d #0000f40d
\U0003a910 #0003a910
䆣 #000041a3
𬻷 #0002cef7
\U0001c71a #0001c71a
\U00014b23 #00014b23
አ #000012a0
∺ #0000223a
𖼫 #00016f2b
\U00013c87 #00013c87
\U00036062 #00036062
\U00015de9 #00015de9
ճ #00000573
𭮔 #0002db94
𤙖 #00024656
\uf8c0 #0000f8c0
\U0003e080 #0003e080
\U0003a0ed #0003a0ed
\U00035f95 #00035f95
𧳚 #00027cda
𧡬 #0002786c
𬗻 #0002c5fb
𢽸 #00022f78
\U000358f1 #000358f1
𰺍 #00030e8d
㲿 #00003cbf
𭲋 #0002dc8b
𗊂 #00017282
珬 #000073ec
𭊸 #0002d2b8
\U000159cc #000159cc
\U000314dd #000314dd
鼚 #00009f1a
အ #00001021
\U0003b927 #0003b927
\U0003beab #0003beab
𨯚 #00028bda
𣦐 #00023990
ᵦ #00001d66
讒 #00008b92
᱔ #00001c54
𦲐 #00026c90
𤄢 #00024122
曃 #000066c3
設 #00008a2d
絥 #00007d65
뚫 #0000b6ab
퉫 #0000d26b
퓢 #0000d4e2
𢾇 #00022f87
\U00038f1f #00038f1f
锝 #0000951d
\U0001a2a5 #0001a2a5
𠞱 #000207b1
ګ #000006ab
霍 #0000970d
ἑ #00001f11
𧨮 #00027a2e
\U0003a6d4 #0003a6d4
\U0003b7e0 #0003b7e0
\U00038759 #00038759
𦊀 #00026280
沖 #00006c96
ퟕ #0000d7d5
薇 #00008587
꓄ #0000a4c4
\U0003bc23 #0003bc23
\U0002faef #0002faef
𦣻 #000268fb
ム #000030e0
\U000385d6 #000385d6
\U00015e0d #00015e0d
웏 #0000c6cf
\U0001f7fe #0001f7fe
𞴌 #0001ed0c
\U0003afdf #0003afdf
\U0003f499 #0003f499
𮭪 #0002eb6a
𒓖 #000124d6
\U00036f7b #00036f7b
ۋ #000006cb
𧈭 #0002722d
𥐹 #00025439
𘧆 #000189c6
𤈝 #0002421d
\U0001c789 #0001c789
\U00014e0f #00014e0f
虚 #0000865a
\U000314a4 #000314a4
\U00033311 #00033311
𘀦 #00018026
\U00011e0d #00011e0d
𝑓 #0001d453
𧃽 #000270fd
\U0003c0b8 #0003c0b8
𧻱 #00027ef1
\U00034062 #00034062
𫙛 #0002b65b
\U00038495 #00038495
뿪 #0000bfea
\U00015832 #00015832
𭑡 #0002d461
䋠 #000042e0
\U00032b40 #00032b40
𫩴 #0002ba74
𣉂 #00023242
𨞫 #000287ab
\U00037c90 #00037c90
𝧧 #0001d9e7
䔕 #00004515
\U0001ebc8 #0001ebc8
𡦖 #00021996
\ueecc #0000eecc
\U0003a4ab #0003a4ab
𥓊 #000254ca
\U0003abd8 #0003abd8
羔 #00007f94
\U00036e99 #00036e99
𰁪 #0003006a
𥶷 #00025db7
𣞢 #000237a2
\U000331f9 #000331f9
\U0001eaaa #0001eaaa
𨍎 #0002834e
\U0003671e #0003671e
\U0001e8f6 #0001e8f6
뵆 #0000bd46
\U0003c600 #0003c600
똵 #0000b635
\U0001a6c9 #0001a6c9
牀 #00007240
㑂 #00003442
\U0001093a #0001093a
𢑰 #00022470
𔗔 #000145d4
ӑ #000004d1
\U0003930f #0003930f
שׁ #0000fb2a
𘞉 #00018789
⧦ #000029e6
𡬠 #00021b20
𑁔 #00011054
\U00014abc #00014abc
倥 #00005025
𐰢 #00010c22
\U0003bd82 #0003bd82
\U00039ba4 #00039ba4
𘚀 #00018680
\U0001e5c5 #0001e5c5
\U0001e45c #0001e45c
剧 #00005267
\U00032e92 #00032e92
\U0003481a #0003481a
뻐 #0000bed0
\U00039f36 #00039f36
跀 #00008dc0
\U0003b2a0 #0003b2a0
\U00032ecc #00032ecc
\U00012f86 #00012f86
